,AZT,DPT,AZN,DPN,AZP,DPP,Strike,Dip,Rake,Misfit,Extra
140,104.06,45.2644091153,-0.498542163576,13.9912978593,256.822369738,41.3767223426,180,88,104,0.0204657820602,"[737062, array([ 4.02859759, -2.04707551,  1.77458865]), array([ 0.82104266, -0.42240725,  0.38400659])]"
228,107.78,39.5710860129,349.383694255,29.9194520932,234.673622203,35.9946563885,264,30,4,0.0207868539222,"[1071992, array([ 3.7209217 , -1.95199979,  1.84418277]), array([ 0.82104266, -0.42240725,  0.38400659])]"
56,90.89,47.6630712722,203.073968819,18.9825690101,307.621756905,36.1377712579,94,20,162,0.0208512233848,"[382671, array([ 4.26112916, -2.13916888,  1.8790357 ]), array([ 0.82104266, -0.42240725,  0.38400659])]"
106,93.6,32.2914995401,285.835854842,57.111942327,187.148115311,5.57858503732,136,72,152,0.0208754393673,"[557446, array([ 3.6446686 , -1.95832343,  1.78331851]), array([ 0.82104266, -0.42240725,  0.38400659])]"
98,88.67,34.4611808409,256.715216696,54.9503551702,354.791986177,5.62892463186,126,62,158,0.0210950402546,"[516049, array([ 3.792827  , -2.05769473,  1.82517116]), array([ 0.82104266, -0.42240725,  0.38400659])]"
182,86.65,36.4721012727,242.775857424,51.0483774193,347.762531855,11.8073260424,222,74,36,0.0211171862636,"[905868, array([ 3.89500809, -2.11775142,  1.83852553]), array([ 0.82104266, -0.42240725,  0.38400659])]"
242,107.49,42.9479169111,357.744203798,19.9492089929,249.776792094,40.3603532107,272,20,4,0.0211510308568,"[1103492, array([ 3.84324531, -2.02950278,  1.90378621]), array([ 0.82104266, -0.42240725,  0.38400659])]"
241,105.67,43.4515433712,357.79487155,17.9546569002,251.379889145,41.0909464285,272,18,4,0.0211658181139,"[1103312, array([ 3.89853181, -2.11667121,  1.81885501]), array([ 0.82104266, -0.42240725,  0.38400659])]"
58,92.89,47.6630712722,205.073968819,18.9825690101,309.621756905,36.1377712579,96,20,162,0.021288252153,"[390771, array([ 4.20196534, -2.12386004,  2.07086943]), array([ 0.82104266, -0.42240725,  0.38400659])]"
144,102.2,46.42530616,3.71897766221,7.99509472702,266.333879796,42.4635501668,184,88,98,0.0213686723368,"[753259, array([ 4.0764523 , -2.12770437,  1.80191813]), array([ 0.82104266, -0.42240725,  0.38400659])]"
200,95.73,34.0568218885,298.4854799,53.759406178,193.227402594,10.9180161272,240,58,18,0.0214115791625,"[977319, array([ 3.75678259, -1.82569534,  1.71843614]), array([ 0.82104266, -0.42240725,  0.38400659])]"
194,92.26,34.6438805257,278.555341556,55.193977787,184.303153234,2.95068662568,234,64,24,0.0214324386265,"[953562, array([ 3.82043307, -1.85624814,  1.78504047]), array([ 0.82104266, -0.42240725,  0.38400659])]"
171,89.57,45.7804312799,212.232153884,27.7039250011,320.867597596,31.3223224728,208,82,62,0.0214399484522,"[849901, array([ 4.18232021, -2.13206531,  2.06997097]), array([ 0.82104266, -0.42240725,  0.38400659])]"
177,85.86,42.5982964781,223.896145847,38.9573084166,333.472056993,22.5086279061,214,78,50,0.0214509523017,"[873835, array([ 4.17458615, -2.0574597 ,  1.85788052]), array([ 0.82104266, -0.42240725,  0.38400659])]"
28,96.34,48.5410604358,194.243221079,6.92254366238,290.220344754,40.6185606524,74,8,150,0.0216198614318,"[300585, array([ 4.22734628, -2.11132559,  1.86309666]), array([ 0.82104266, -0.42240725,  0.38400659])]"
51,92.99,48.3512270696,202.941896047,16.8807666695,306.01955781,36.709949698,92,18,160,0.0216607183584,"[374390, array([ 4.25685477, -2.06525139,  1.97001866]), array([ 0.82104266, -0.42240725,  0.38400659])]"
288,103.75,47.3608500223,7.87578312268,5.39086365194,272.979011121,42.1313071388,304,6,26,0.0217547647031,"[1231843, array([ 4.07252968, -2.01199608,  1.97370936]), array([ 0.82104266, -0.42240725,  0.38400659])]"
