,AZT,DPT,AZN,DPN,AZP,DPP,Strike,Dip,Rake,Misfit,Extra
199,358.0,29.0,268.0,0.0,178.0,61.0,88,16,-90,0.0117695112349,"[357885, array([ 2.04037806, -0.5611562 , -0.5995913 ]), array([ 0.92322091, -0.26257841, -0.28056324])]"
205,359.14,29.0699687148,268.230830749,1.65103157179,175.26552554,60.8740654303,94,16,-84,0.011794741855,"[382188, array([ 2.06341669, -0.57005633, -0.60419643]), array([ 0.92322091, -0.26257841, -0.28056324])]"
8,343.39,15.2511885833,85.2490775106,36.9839868873,235.147036844,48.9597811653,34,44,-150,0.0118284140659,"[141675, array([ 1.26663495, -0.34648877, -0.39358218]), array([ 0.92322091, -0.26257841, -0.28056324])]"
351,19.45,20.5481668244,268.430159392,43.7468861449,127.227107565,39.1535319771,156,46,-16,0.0119424691617,"[636022, array([ 2.05766196, -0.58363571, -0.65296555]), array([ 0.92322091, -0.26257841, -0.28056324])]"
585,346.59,24.4207289101,85.5827416144,18.9825690101,209.369810864,58.2606369016,272,72,-70,0.0119747150905,"[1108135, array([ 1.62140627, -0.45256583, -0.51224713]), array([ 0.92322091, -0.26257841, -0.28056324])]"
442,23.57,5.52123831058,272.745417795,74.7921022657,114.968640541,14.1251248505,250,84,-166,0.0119747958233,"[1020067, array([ 1.66036854, -0.45297755, -0.49180333]), array([ 0.92322091, -0.26257841, -0.28056324])]"
564,356.38,28.972878501,87.4485183065,1.92249371591,180.913229789,60.9511027387,268,74,-88,0.0120016610947,"[1092106, array([ 2.00666582, -0.54627281, -0.59640511]), array([ 0.92322091, -0.26257841, -0.28056324])]"
138,189.57,5.52123831058,78.745417795,74.7921022657,280.968640541,14.1251248505,56,84,-166,0.0121557637797,"[234367, array([ 1.01393844, -0.29568861, -0.29690959]), array([ 0.92322091, -0.26257841, -0.28056324])]"
659,176.35,0.835689938708,84.7808211063,62.0091092822,266.797371905,27.9761834787,308,70,-20,0.0121877715446,"[1253780, array([ 0.97779183, -0.26495364, -0.29368071]), array([ 0.92322091, -0.26257841, -0.28056324])]"
16,344.55,19.8552938627,86.1807354874,29.1630137638,225.274999397,53.5597800904,36,36,-146,0.0122242477748,"[149057, array([ 1.46678871, -0.39705751, -0.44421161]), array([ 0.92322091, -0.26257841, -0.28056324])]"
66,350.3,2.95068662568,84.5553415556,55.193977787,258.262037767,34.6438805257,40,64,-156,0.0123028713562,"[167772, array([ 0.98496744, -0.26768158, -0.30385006]), array([ 0.92322091, -0.26257841, -0.28056324])]"
