,AZT,DPT,AZN,DPN,AZP,DPP,Strike,Dip,Rake,Misfit,Extra
71,24.82,53.2194141903,274.622631859,14.4775121859,174.98453958,32.9606367763,222,18,36,0.00559712443965,"[900828, array([ 4.65152376, -1.3041072 , -1.38966458]), array([ 0.92322091, -0.26257841, -0.28056324])]"
69,25.52,53.1015498357,272.329329404,16.4720481745,171.70160577,31.9531162305,218,20,34,0.00564844039863,"[884807, array([ 4.65576579, -1.30039889, -1.39538707]), array([ 0.92322091, -0.26257841, -0.28056324])]"
0,15.68,50.500937785,120.753705802,12.093668274,220.015066657,36.9107591329,0,14,150,0.00593887898658,"[1425, array([ 4.49300802, -1.28972906, -1.39410318]), array([ 0.92322091, -0.26257841, -0.28056324])]"
30,29.97,49.6913555424,247.346123889,33.9878435815,143.923328495,18.9991854659,80,72,126,0.00597167273387,"[330633, array([ 4.62935612, -1.28590268, -1.40889084]), array([ 0.92322091, -0.26257841, -0.28056324])]"
25,29.15,45.9303321947,220.416065479,43.5127664998,125.021477071,5.65534462194,68,64,140,0.006002989093,"[281320, array([ 4.54104257, -1.2733515 , -1.35386519]), array([ 0.92322091, -0.26257841, -0.28056324])]"
86,20.07,52.7957444401,287.886554535,1.65812577124,196.629593811,37.1544383891,276,8,78,0.00602930226515,"[1118649, array([ 4.59464193, -1.32225707, -1.37040568]), array([ 0.92322091, -0.26257841, -0.28056324])]"
37,24.5,52.9839647712,275.520907217,13.7830739006,176.153099462,33.5656050274,98,80,104,0.00627598286041,"[404242, array([ 4.63390277, -1.35071816, -1.40913403]), array([ 0.92322091, -0.26257841, -0.28056324])]"
23,26.22,43.8268387181,199.700452471,45.9872807442,293.084613586,3.26406219415,60,58,148,0.00650369017118,"[248384, array([ 4.44578689, -1.28624867, -1.37715881]), array([ 0.92322091, -0.26257841, -0.28056324])]"
89,19.04,52.9487053124,287.942028223,0.833542640915,197.312968928,37.0386861202,282,8,84,0.00727880109509,"[1142952, array([ 4.58829534, -1.27159515, -1.40896907]), array([ 0.92322091, -0.26257841, -0.28056324])]"
22,25.6,43.5129208801,193.91527709,45.8869355369,290.004314222,5.87163300271,58,56,150,0.00742351805999,"[240105, array([ 4.43336744, -1.29524979, -1.33591467]), array([ 0.92322091, -0.26257841, -0.28056324])]"
