,AZT,DPT,AZN,DPN,AZP,DPP,Strike,Dip,Rake,Misfit,Extra
307,25.17,42.835538293,273.192165171,21.9858989571,164.045095166,39.0900430555,94,88,112,0.0294350908951,"[388766, array([ 4.50194586, -1.78349517, -1.81443727]), array([ 0.88304528, -0.31909995, -0.34410209])]"
432,19.68,43.9744237597,288.015120368,1.73196284128,196.222459575,45.9732057544,168,2,-30,0.0294692620706,"[680655, array([ 4.51470146, -1.57758705, -1.60375009]), array([ 0.88304528, -0.31909995, -0.34410209])]"
458,28.16,36.5773520025,230.940503412,51.172807266,126.645161014,11.2395069295,174,56,20,0.0295070039791,"[709840, array([ 4.40694028, -1.51927725, -1.84760259]), array([ 0.88304528, -0.31909995, -0.34410209])]"
119,13.55,34.8940990971,134.0,36.0,254.446384317,34.8940990971,44,36,-180,0.0295553001843,"[181440, array([ 4.10745834, -1.44652994, -1.7385256 ]), array([ 0.88304528, -0.31909995, -0.34410209])]"
622,22.06,44.9931415482,279.866966964,11.9332926274,178.679159533,42.5542095669,196,12,6,0.0295820855125,"[794973, array([ 4.56888855, -1.51082538, -1.68497789]), array([ 0.88304528, -0.31909995, -0.34410209])]"
103,12.75,35.9149279373,129.642017004,31.9781927522,248.593819331,37.787723207,42,32,-178,0.0295890674353,"[172981, array([ 4.12177398, -1.46231563, -1.74867819]), array([ 0.88304528, -0.31909995, -0.34410209])]"
189,18.47,43.7476113242,109.983060457,1.57590015967,201.627552047,46.2090150064,58,2,-142,0.0295976792716,"[235099, array([ 4.49392154, -1.53599636, -1.60900476]), array([ 0.88304528, -0.31909995, -0.34410209])]"
611,23.9,44.2696077742,279.877961345,13.9652040128,176.757625839,42.3897153797,194,14,4,0.0296817104393,"[787052, array([ 4.57469859, -1.63202853, -1.61958026]), array([ 0.88304528, -0.31909995, -0.34410209])]"
68,14.07,39.7315675068,117.531252121,15.6412999873,224.430014283,46.0741089452,40,16,-168,0.0297561465577,"[163446, array([ 4.25595261, -1.69097954, -1.69891948]), array([ 0.88304528, -0.31909995, -0.34410209])]"
219,26.71,34.8048227451,206.1741341,55.193977787,296.539240742,0.253809266054,66,66,154,0.0297814306156,"[273407, array([ 4.37340183, -1.4253367 , -1.68226814]), array([ 0.88304528, -0.31909995, -0.34410209])]"
349,16.65,43.1167031923,286.01121842,0.683917622352,195.28094959,46.87511594,126,2,-70,0.0298023835456,"[510535, array([ 4.37721575, -1.68219985, -1.84249041]), array([ 0.88304528, -0.31909995, -0.34410209])]"
650,15.66,39.7456464548,123.272246491,19.9872968445,233.485805942,43.5301292724,304,88,-70,0.0298198182214,"[1239175, array([ 4.34669061, -1.54299219, -1.53847086]), array([ 0.88304528, -0.31909995, -0.34410209])]"
61,16.99,41.8097395515,115.792709855,9.70004098525,216.191098647,46.5578737013,40,10,-166,0.0298555465015,"[162907, array([ 4.41270596, -1.62622625, -1.56906968]), array([ 0.88304528, -0.31909995, -0.34410209])]"
580,17.96,44.6869812091,-78.0,6.0,186.032630807,44.6869812091,192,6,0,0.029867589634,"[778230, array([ 4.46351623, -1.50857866, -1.84873811]), array([ 0.88304528, -0.31909995, -0.34410209])]"
498,17.93,44.5511118403,286.007102312,1.95627802012,194.023388319,45.3821129091,184,2,-12,0.0298761719491,"[745464, array([ 4.49085105, -1.46326034, -1.72364457]), array([ 0.88304528, -0.31909995, -0.34410209])]"
269,19.16,43.1959744272,109.986246404,0.876598455093,200.919535817,46.7905886399,84,2,-116,0.0298871338308,"[340412, array([ 4.47657378, -1.66148545, -1.59577066]), array([ 0.88304528, -0.31909995, -0.34410209])]"
200,23.42,31.3175306677,175.197072128,55.3718662933,285.175178,13.2757888445,60,58,166,0.029970482835,"[248393, array([ 4.18285666, -1.60658845, -1.52453372]), array([ 0.88304528, -0.31909995, -0.34410209])]"
126,14.97,42.1313071388,109.875783123,5.39086365194,205.757933838,47.3608500223,46,6,-154,0.0300492470754,"[186853, array([ 4.32484095, -1.67235673, -1.81448354]), array([ 0.88304528, -0.31909995, -0.34410209])]"
281,27.63,41.0653581615,261.967015481,33.7885531674,148.651716684,30.6034963813,86,84,124,0.0300603333237,"[356012, array([ 4.48707193, -1.72534178, -1.88995406]), array([ 0.88304528, -0.31909995, -0.34410209])]"
121,16.27,44.0344346023,107.98552516,1.76581611673,199.80929993,45.9111321948,46,2,-152,0.0300672624987,"[186494, array([ 4.44339213, -1.45238152, -1.75700581]), array([ 0.88304528, -0.31909995, -0.34410209])]"
488,29.42,39.4592963473,244.099492029,44.9729386381,135.034328563,18.1052600528,180,48,18,0.0300765609002,"[733419, array([ 4.53573549, -1.47809702, -1.72708013]), array([ 0.88304528, -0.31909995, -0.34410209])]"
110,17.04,41.8026524839,113.819238487,7.51466414565,212.012794344,47.2129617236,44,8,-160,0.0300814114788,"[178930, array([ 4.39223562, -1.7026606 , -1.61605512]), array([ 0.88304528, -0.31909995, -0.34410209])]"
268,30.93,38.587590674,252.480633916,43.1652570493,139.954406601,22.218190045,82,80,134,0.0301656411231,"[339457, array([ 4.50907074, -1.69512923, -1.61591235]), array([ 0.88304528, -0.31909995, -0.34410209])]"
517,17.83,44.0676471996,282.032806609,5.96701169086,185.967010698,45.3130093969,186,6,-6,0.0302105874413,"[753927, array([ 4.42363639, -1.61610694, -1.88825928]), array([ 0.88304528, -0.31909995, -0.34410209])]"
571,24.14,44.1002944577,269.075457826,23.6130288381,160.140128448,36.5862281216,190,24,10,0.0302266915155,"[771755, array([ 4.53549282, -1.55511963, -1.90013297]), array([ 0.88304528, -0.31909995, -0.34410209])]"
452,29.32,34.4611808409,221.284783304,54.9503551702,123.208013823,5.62892463186,172,62,22,0.0302893378064,"[702281, array([ 4.38463473, -1.60538848, -1.55386473]), array([ 0.88304528, -0.31909995, -0.34410209])]"
562,21.8,43.8927424815,275.839357441,15.9599830538,171.040947958,41.7682121127,190,16,4,0.0302901991176,"[771032, array([ 4.47450821, -1.68950291, -1.90190946]), array([ 0.88304528, -0.31909995, -0.34410209])]"
595,22.11,44.6608578692,273.594043671,17.8189179115,167.97669471,39.947698745,192,18,8,0.0303601824654,"[779314, array([ 4.51869181, -1.54899037, -1.89368229]), array([ 0.88304528, -0.31909995, -0.34410209])]"
8,14.84,42.1592977806,115.823665948,11.8815047219,218.145849714,45.4072951633,34,12,-172,0.0303823079667,"[138784, array([ 4.38884625, -1.42856138, -1.67152357]), array([ 0.88304528, -0.31909995, -0.34410209])]"
