Strike,Dip,Rake,Misfit Val
95,55,70,0.2760758342493094
100,0,-20,0.15357166483819945
100,0,-10,0.22196828831389318
100,5,-20,0.191913595584481
100,5,-10,0.12216252309390378
100,10,-10,0.12685058752374115
100,10,0,0.14329801448307358
100,15,0,0.05646275153030887
100,15,10,0.21503377015838981
100,20,0,0.18368908852097998
100,20,10,0.07798270773976164
100,25,10,0.10189127711982941
100,25,20,0.1488706719659945
100,30,20,0.06076215298138726
100,30,30,0.2019879003175454
100,35,20,0.22676366297339104
100,35,30,0.09186445958860152
100,40,30,0.21740949188997247
100,40,40,0.13995890190672897
100,45,50,0.1901990901140438
100,45,60,0.2668171008525923
100,50,60,0.24339517267917513
100,50,70,0.2887518743255007
105,0,-20,0.18042121085568644
105,0,-10,0.17074073004071377
105,5,-10,0.14003144819899283
105,5,0,0.17950733157364016
105,10,0,0.10681906531440728
105,10,10,0.21981654180554805
105,15,0,0.1839132768193629
105,15,10,0.11105705594850969
105,20,10,0.13836449628881717
105,20,20,0.14972809283147773
105,25,20,0.12150343372616743
105,25,30,0.1923875180787621
105,30,30,0.13891787602382893
105,30,40,0.226330312423142
105,35,40,0.17332359738199718
105,35,50,0.2520458446508932
105,40,50,0.21346307339720821
105,45,60,0.2560482229182911
105,45,70,0.29948204359871716
110,0,-10,0.15357166483819945
110,0,0,0.22196828831389318
110,5,-10,0.20637399525685937
110,5,0,0.14023962367336978
110,10,0,0.17447495309064354
110,10,10,0.14898376831580692
110,15,10,0.15245674642746732
110,15,20,0.17581675864462515
110,20,20,0.1508275631304222
110,20,30,0.20770021729082036
110,25,30,0.16846373154625124
110,25,40,0.23656202894625475
110,30,40,0.19677024773790525
110,35,50,0.22986807032277712
110,40,60,0.2651309938671628
110,45,70,0.30050408801188805
115,0,-10,0.18042121085568644
115,0,0,0.17074073004071377
115,5,0,0.16188137065795194
115,5,10,0.18426747550998035
115,10,10,0.15569952821218797
115,10,20,0.2077626570189828
115,15,20,0.16484384642957886
115,15,30,0.23339453564879975
115,20,30,0.1851069595717053
115,25,40,0.21111630155867653
115,30,50,0.240052652900698
115,35,60,0.2706475462008488
115,40,70,0.30149076420535953
120,0,0,0.15357166483819945
120,0,10,0.22196828831389318
120,5,0,0.21805240380871835
120,5,10,0.15948519646188872
120,10,10,0.21102805068801297
120,10,20,0.1762877084354426
120,15,20,0.2184507662842459
120,15,30,0.19835685221106641
120,20,30,0.23814745851691888
120,20,40,0.22235849880577782
120,25,50,0.24762012365774325
120,30,60,0.2742923727670564
120,35,70,0.3018591317955222
125,0,0,0.18042121085568644
125,0,10,0.17074073004071377
125,5,10,0.18034503324955986
125,5,20,0.19408286121927928
125,10,20,0.19503142492882566
125,10,30,0.21705492617291128
125,15,30,0.21905097262096335
125,15,40,0.2381025504406838
125,20,40,0.24830624280291635
125,20,50,0.2585082234106437
125,25,50,0.2808345862705667
125,25,60,0.2800872655810242
125,30,70,0.30361215587656776
130,0,10,0.15357166483819945
130,0,20,0.22196828831389318
130,5,10,0.22718907817608286
130,5,20,0.17774546360073648
130,10,20,0.23818229543714808
130,10,30,0.20621876235939152
130,15,40,0.235305666226864
130,20,50,0.2652330182516766
130,25,60,0.2966940290527791
135,0,10,0.18042121085568644
135,0,20,0.17074073004071377
135,5,20,0.1956669777819482
135,5,30,0.2063411448102323
135,10,30,0.22523811949402653
135,10,40,0.2351138927340493
135,15,40,0.25968341529104944
135,15,50,0.26046531607705636
135,20,60,0.28598014714394304
140,0,20,0.15357166483819945
140,0,30,0.22196828831389318
140,5,20,0.23407985313642757
140,5,30,0.19418078585963175
140,10,30,0.257929151612341
140,10,40,0.2325741346122861
140,15,50,0.26805309326113264
140,20,60,0.3033661160519397
140,20,70,0.30985477416083324
145,0,20,0.18042121085568644
145,0,30,0.17074073004071377
145,5,30,0.20821548812444107
145,5,40,0.21934964855840203
145,10,40,0.24811925112901032
145,10,50,0.25481600777574187
145,15,50,0.2885520943794455
145,15,60,0.28488512137495126
150,0,30,0.15357166483819945
150,0,40,0.22196828831389318
150,5,30,0.23905108234600606
150,5,40,0.20861950204099164
150,10,40,0.2720941506706522
150,10,50,0.25440233117843164
150,15,60,0.2936595530779634
150,15,70,0.30831557338334825
155,0,30,0.18042121085568644
155,0,40,0.17074073004071377
155,5,40,0.21841565590102577
155,5,50,0.23221652024315675
155,10,50,0.265514228581335
155,10,60,0.2734515320474358
155,15,60,0.30882108258180835
155,15,70,0.3064803667857931
160,0,40,0.15357166483819945
160,0,50,0.22196828831389318
160,5,40,0.242437661284026
160,5,50,0.2212155879032284
160,10,50,0.28227672200570414
160,10,60,0.2723788710375368
165,0,40,0.18042121085568644
165,0,50,0.17074073004071377
165,5,50,0.22670557510983164
165,5,60,0.24458930014125443
165,10,60,0.27908579065575223
165,10,70,0.2905273102131685
170,0,50,0.15357166483819945
170,0,60,0.22196828831389318
170,5,50,0.24456346504264714
170,5,60,0.2322713340966168
170,10,60,0.2898705307352401
170,10,70,0.28763698401176313
175,0,50,0.18042121085568644
175,0,60,0.17074073004071377
175,5,60,0.23350573150756626
175,5,70,0.2564348014601023
175,10,60,0.3023859915255891
175,10,70,0.29029752458749547
