Strike,Dip,Rake,Misfit,Extra
0,36,-35,0.19652248653,"[733, array([ 0.50417042, -1.66658956, -3.924628  ]), array([ 0.30409475, -0.33149068, -0.89310711])]"
0,36,-30,0.209255961289,"[734, array([ 0.44526309, -1.45117635, -4.16335873]), array([ 0.30409475, -0.33149068, -0.89310711])]"
0,36,-25,0.238757789487,"[735, array([ 0.38296703, -1.22471881, -4.37040378]), array([ 0.30409475, -0.33149068, -0.89310711])]"
0,36,-20,0.27763128787,"[736, array([ 0.31775637, -0.98894042, -4.54418741]), array([ 0.30409475, -0.33149068, -0.89310711])]"
0,38,-45,0.283721939623,"[771, array([ 0.58126218, -2.2919451 , -3.4260635 ]), array([ 0.30409475, -0.33149068, -0.89310711])]"
0,38,-40,0.238144705011,"[772, array([ 0.53315028, -2.08272148, -3.72785234]), array([ 0.30409475, -0.33149068, -0.89310711])]"
0,38,-35,0.214807970444,"[773, array([ 0.48098079, -1.8576471 , -4.00126996]), array([ 0.30409475, -0.33149068, -0.89310711])]"
0,38,-30,0.215838128017,"[774, array([ 0.42515074, -1.61843489, -4.24423551]), array([ 0.30409475, -0.33149068, -0.89310711])]"
0,38,-25,0.237402744259,"[775, array([ 0.36608504, -1.36690543, -4.45489986]), array([ 0.30409475, -0.33149068, -0.89310711])]"
0,38,-20,0.27243882582,"[776, array([ 0.30423321, -1.10497298, -4.63165974]), array([ 0.30409475, -0.33149068, -0.89310711])]"
0,40,-40,0.267313616485,"[812, array([ 0.50457048, -2.2859602 , -3.79544351]), array([ 0.30409475, -0.33149068, -0.89310711])]"
0,40,-35,0.234779342229,"[813, array([ 0.45556345, -2.03963625, -4.07331285]), array([ 0.30409475, -0.33149068, -0.89310711])]"
0,40,-30,0.225529110918,"[814, array([ 0.4030893 , -1.77778944, -4.32018182]), array([ 0.30409475, -0.33149068, -0.89310711])]"
0,40,-25,0.238889871336,"[815, array([ 0.34754739, -1.50241257, -4.5341716 ]), array([ 0.30409475, -0.33149068, -0.89310711])]"
0,40,-20,0.269266720774,"[816, array([ 0.28936045, -1.21560144, -4.71365359]), array([ 0.30409475, -0.33149068, -0.89310711])]"
0,42,-35,0.254992993988,"[853, array([ 0.42804411, -2.21168438, -4.14066457]), array([ 0.30409475, -0.33149068, -0.89310711])]"
0,42,-30,0.237085177403,"[854, array([ 0.37918823, -1.92847842, -4.39110136]), array([ 0.30409475, -0.33149068, -0.89310711])]"
0,42,-25,0.242563302337,"[855, array([ 0.3274465 , -1.63059556, -4.60811921]), array([ 0.30409475, -0.33149068, -0.89310711])]"
0,42,-20,0.26782552163,"[856, array([ 0.2732127 , -1.32030289, -4.7900665 ]), array([ 0.30409475, -0.33149068, -0.89310711])]"
0,44,-35,0.274622777057,"[893, array([ 0.3985586 , -2.37296729, -4.20323743]), array([ 0.30409475, -0.33149068, -0.89310711])]"
0,44,-30,0.249572127202,"[894, array([ 0.35356583, -2.06978248, -4.45690281]), array([ 0.30409475, -0.33149068, -0.89310711])]"
0,44,-25,0.247825631851,"[895, array([ 0.30588221, -1.75084538, -4.67664847]), array([ 0.30409475, -0.33149068, -0.89310711])]"
0,44,-20,0.267831012441,"[896, array([ 0.25587064, -1.41858328, -4.86080201]), array([ 0.30409475, -0.33149068, -0.89310711])]"
0,46,-30,0.262331185345,"[934, array([ 0.32634859, -2.20102799, -4.51749996]), array([ 0.30409475, -0.33149068, -0.89310711])]"
0,46,-25,0.25416715032,"[935, array([ 0.28296133, -1.86259165, -4.73967076]), array([ 0.30409475, -0.33149068, -0.89310711])]"
0,46,-20,0.269015429927,"[936, array([ 0.23742057, -1.50997985, -4.9257698 ]), array([ 0.30409475, -0.33149068, -0.89310711])]"
0,48,-30,0.274916289753,"[974, array([ 0.29767065, -2.3215903 , -4.57281185]), array([ 0.30409475, -0.33149068, -0.89310711])]"
0,48,-25,0.261173833346,"[975, array([ 0.25879714, -1.9653054 , -4.79710327]), array([ 0.30409475, -0.33149068, -0.89310711])]"
0,48,-20,0.271135504215,"[976, array([ 0.21795404, -1.59406333, -4.98488584]), array([ 0.30409475, -0.33149068, -0.89310711])]"
0,50,-30,0.287034470311,"[1014, array([ 0.26767308, -2.43089673, -4.62276287]), array([ 0.30409475, -0.33149068, -0.89310711])]"
0,50,-25,0.268521644087,"[1015, array([ 0.2335088 , -2.0585016 , -4.84886909]), array([ 0.30409475, -0.33149068, -0.89310711])]"
0,50,-20,0.273977105482,"[1016, array([ 0.19756737, -1.67044002, -5.03807249]), array([ 0.30409475, -0.33149068, -0.89310711])]"
0,52,-25,0.27596432797,"[1055, array([ 0.20722076, -2.14174153, -4.89489734]), array([ 0.30409475, -0.33149068, -0.89310711])]"
0,52,-20,0.27735694397,"[1056, array([ 0.17636119, -1.73875372, -5.08525863]), array([ 0.30409475, -0.33149068, -0.89310711])]"
0,54,-25,0.283319563349,"[1095, array([ 0.18006222, -2.21463489, -4.93512332]), array([ 0.30409475, -0.33149068, -0.89310711])]"
0,54,-20,0.281122086783,"[1096, array([ 0.15443997, -1.79868739, -5.12637978]), array([ 0.30409475, -0.33149068, -0.89310711])]"
0,56,-20,0.285148089634,"[1136, array([ 0.13191146, -1.84996472, -5.16137824]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,22,-60,0.258927794848,"[2248, array([ 0.89742067, -0.23642998, -1.76581134]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,22,-55,0.250963600837,"[2249, array([ 0.85675546, -0.2130517 , -2.07910368]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,22,-50,0.26312189933,"[2250, array([ 0.80956982, -0.18805197, -2.37657279]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,22,-45,0.28379428913,"[2251, array([ 0.75622287, -0.16162105, -2.65595475]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,24,-65,0.214312014455,"[2287, array([ 0.92299149, -0.61499575, -1.48739636]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,24,-60,0.133917469381,"[2288, array([ 0.88975445, -0.57860288, -1.82453589]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,24,-55,0.118652193573,"[2289, array([ 0.84974585, -0.53780649, -2.1477896 ]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,24,-50,0.149746003771,"[2290, array([ 0.80327016, -0.49291707, -2.45469734]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,24,-45,0.192219324974,"[2291, array([ 0.7506811 , -0.44427626, -2.74292335]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,24,-40,0.233649523005,"[2292, array([ 0.69237891, -0.39225423, -3.01027405]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,24,-35,0.271655624341,"[2293, array([ 0.62880729, -0.33724692, -3.25471476]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,26,-65,0.247271178346,"[2327, array([ 0.91035533, -0.96884098, -1.53494083]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,26,-60,0.127475200393,"[2328, array([ 0.87790137, -0.91778481, -1.88203167]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,26,-55,0.0335052511027,"[2329, array([ 0.83876604, -0.85974375, -2.2147991 ]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,26,-50,0.0520602702482,"[2330, array([ 0.79324721, -0.79515953, -2.53071058]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,26,-45,0.117107484426,"[2331, array([ 0.74169128, -0.72452365, -2.82736183]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,26,-40,0.173442233183,"[2332, array([ 0.68449063, -0.64837372, -3.10249514]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,26,-35,0.222635138965,"[2333, array([ 0.6220806 , -0.56728927, -3.35401659]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,26,-30,0.266325352624,"[2334, array([ 0.55493615, -0.48188741, -3.58001195]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,28,-60,0.211785119351,"[2368, array([ 0.86192336, -1.25234353, -1.93824773]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,28,-55,0.115471702608,"[2369, array([ 0.82387437, -1.17731822, -2.28006862]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,28,-50,0.0565710856132,"[2370, array([ 0.7795552 , -1.09333281, -2.60453682]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,28,-45,0.0796639090385,"[2371, array([ 0.72930315, -1.00102648, -2.90918292]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,28,-40,0.133505384004,"[2372, array([ 0.67350066, -0.90110173, -3.19168838]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,28,-35,0.186123297857,"[2373, array([ 0.61257242, -0.79431905, -3.44990316]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,28,-30,0.234537023368,"[2374, array([ 0.54698214, -0.68149113, -3.6818621 ]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,28,-25,0.27904050803,"[2375, array([ 0.47722899, -0.56347664, -3.88579984]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,30,-55,0.203208663915,"[2409, array([ 0.80514799, -1.4890061 , -2.34353206]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,30,-50,0.132714734809,"[2410, array([ 0.76226603, -1.38601048, -2.67609865]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,30,-45,0.103291826356,"[2411, array([ 0.71358276, -1.27246648, -2.98829851]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,30,-40,0.122629087815,"[2412, array([ 0.65946869, -1.14923824, -3.27775562]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,30,-35,0.164848011997,"[2413, array([ 0.60033567, -1.01726361, -3.54226703]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,30,-30,0.211650840928,"[2414, array([ 0.53663373, -0.87754698, -3.77981965]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,30,-25,0.257784704498,"[2415, array([ 0.46884769, -0.7311517 , -3.98860556]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,32,-55,0.279130765621,"[2449, array([ 0.78268253, -1.79331246, -2.40512075]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,32,-50,0.202162334425,"[2450, array([ 0.74146883, -1.67179306, -2.74531699]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,32,-45,0.152128304941,"[2451, array([ 0.69461211, -1.5375503 , -3.06461971]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,32,-40,0.138925676246,"[2452, array([ 0.64246896, -1.39160586, -3.36059882]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,32,-35,0.159773074407,"[2453, array([ 0.58543624, -1.23507045, -3.63100175]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,32,-30,0.19800296623,"[2454, array([ 0.523948  , -1.06913542, -3.87377056]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,32,-25,0.242012593863,"[2455, array([ 0.45847219, -0.89506361, -4.08705763]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,32,-20,0.287169670386,"[2456, array([ 0.38950714, -0.71417984, -4.26923973]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,34,-50,0.263010265775,"[2490, array([ 0.71726962, -1.94931485, -2.81211117]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,34,-45,0.202365874464,"[2491, array([ 0.67248876, -1.79501575, -3.13805689]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,34,-40,0.169105675168,"[2492, array([ 0.62258986, -1.62705549, -3.44012011]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,34,-35,0.168222911795,"[2493, array([ 0.56795267, -1.44671236, -3.71600193]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,34,-30,0.193097780787,"[2494, array([ 0.50899303, -1.25535887, -3.96360274]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,34,-25,0.231501581612,"[2495, array([ 0.44615963, -1.05445134, -4.18103813]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,34,-20,0.275427724554,"[2496, array([ 0.3799307, -0.8455188, -4.3666533]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,36,-45,0.248908905448,"[2531, array([ 0.64732537, -2.04363788, -3.20851981]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,36,-40,0.203255356483,"[2532, array([ 0.5999335 , -1.85447191, -3.51622189]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,36,-35,0.185266439773,"[2533, array([ 0.54797578, -1.65119229, -3.79716339]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,36,-30,0.195527260936,"[2534, array([ 0.49184764, -1.4353461 , -4.04920619]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,36,-25,0.225790712182,"[2535, array([ 0.43197623, -1.20857606, -4.27043209]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,36,-20,0.266633491058,"[2536, array([ 0.36881723, -0.97260803, -4.45915742]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,38,-40,0.237042733861,"[2572, array([ 0.57461522, -2.07277918, -3.58880698]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,38,-35,0.206521946481,"[2573, array([ 0.52560819, -1.84754828, -3.87438327]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,38,-30,0.203361857715,"[2574, array([ 0.47260096, -1.60825642, -4.13047316]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,38,-25,0.224211394995,"[2575, array([ 0.41599695, -1.35672475, -4.35512766]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,38,-20,0.260512416856,"[2576, array([ 0.35622696, -1.09486759, -4.546637  ]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,40,-40,0.268820903111,"[2612, array([ 0.546763  , -2.28094581, -3.65777876]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,40,-35,0.229172247234,"[2613, array([ 0.50096382, -2.034858  , -3.94756017]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,40,-30,0.214698306111,"[2614, array([ 0.451352  , -1.77328368, -4.20729825]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,40,-25,0.2259737907,"[2615, array([ 0.39830512, -1.49821361, -4.43501626]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,40,-20,0.256750499489,"[2616, array([ 0.34222689, -1.21174123, -4.62898112]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,42,-35,0.251647333722,"[2653, array([ 0.47416735, -2.21224327, -4.0165943 ]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,42,-30,0.227995927907,"[2654, array([ 0.42820915, -1.92966025, -4.27957861]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,42,-25,0.230272060295,"[2655, array([ 0.37899203, -1.63239135, -4.50999274]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,42,-20,0.255011819181,"[2656, array([ 0.32689055, -1.32269896, -4.7060831 ]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,44,-35,0.273127485503,"[2693, array([ 0.44535359, -2.37887427, -4.0813877 ]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,44,-30,0.242147202227,"[2694, array([ 0.40328968, -2.07666061, -4.34721408]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,44,-25,0.236369089428,"[2695, array([ 0.35815649, -1.7586423 , -4.57995552]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,44,-20,0.254957841073,"[2696, array([ 0.31029752, -1.42723966, -4.77784075]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,46,-30,0.256409491063,"[2734, array([ 0.37671911, -2.21360491, -4.4101074 ]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,46,-25,0.243642755183,"[2735, array([ 0.33590433, -1.87638939, -4.64480682]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,46,-20,0.256264760059,"[2736, array([ 0.29253312, -1.52489343, -4.84415647]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,48,-30,0.27030580198,"[2774, array([ 0.34863063, -2.33986221, -4.46816438]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,48,-25,0.251597687406,"[2775, array([ 0.31234787, -1.98509691, -4.70445278]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,48,-20,0.258636431027,"[2776, array([ 0.27368796, -1.61522382, -4.90493745]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,48,-15,0.288109990249,"[2777, array([ 0.23294511, -1.23305791, -5.06809259]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,50,-30,0.283539957481,"[2814, array([ 0.31916444, -2.45485355, -4.52129412]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,50,-25,0.259855724525,"[2815, array([ 0.28760539, -2.08427305, -4.75880367]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,50,-20,0.261812095975,"[2816, array([ 0.25385749, -1.69782997, -4.96009585]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,50,-15,0.287666351202,"[2817, array([ 0.21817759, -1.29846539, -5.12363871]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,52,-25,0.268137259528,"[2855, array([ 0.26180055, -2.17347226, -4.8077741 ]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,52,-20,0.265569436252,"[2856, array([ 0.23314156, -1.77234845, -5.00954894]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,52,-15,0.287912130337,"[2857, array([ 0.20270822, -1.357736  , -5.17319809]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,54,-25,0.276241143464,"[2895, array([ 0.23506174, -2.2522974 , -4.85128318]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,54,-20,0.269724145943,"[2896, array([ 0.21164387, -1.838455  , -5.0532193 ]), array([ 0.30409475, -0.33149068, -0.89310711])]"
