Index,AZT,DPT,AZN,DPN,AZP,DPP,Strike,Dip,Rake,Misfit,Extra
105,175.519706388,30.1125145098,21.4965860967,57.1718915189,272.51142494,11.8533307504,318,60,14,0.0193719876397,"[55, 'NewGudkova', 1293397, array([-4.86621796,  0.64740155, -0.28188401]), array([-0.98682913,  0.15078749, -0.05857818])]"
123,164.031682476,56.05927508,11.5295626181,30.8360879845,273.741959388,12.7883286559,330,42,40,0.0196425491271,"[55, 'NewGudkova', 1340390, array([-4.84124641,  0.77415053, -0.37823194]), array([-0.98682913,  0.15078749, -0.05857818])]"
47,6.63990499436,14.023482118,154.23512741,73.5202614054,274.50542617,8.48152787638,50,74,176,0.019765266306,"[55, 'NewGudkova', 209338, array([-4.78907904,  0.8125695 , -0.23144095]), array([-0.98682913,  0.15078749, -0.05857818])]"
125,156.571827746,61.7302135248,9.35677055931,24.3278887781,273.118700886,13.5143131101,334,38,48,0.0198721963534,"[55, 'NewGudkova', 1356234, array([-4.87196597,  0.6578908 , -0.24095081]), array([-0.98682913,  0.15078749, -0.05857818])]"
102,178.663688586,21.1443738982,24.9929367234,66.6586334451,272.347944776,9.43326708069,224,82,158,0.0198915874494,"[55, 'NewGudkova', 914749, array([-4.80386724,  0.83229821, -0.2865122 ]), array([-0.98682913,  0.15078749, -0.05857818])]"
107,176.760420056,27.5016232325,23.6410243588,59.7292574616,272.929543402,11.6632579949,318,62,12,0.0200685264354,"[55, 'NewGudkova', 1293576, array([-4.85931801,  0.66349263, -0.34813929]), array([-0.98682913,  0.15078749, -0.05857818])]"
46,7.0228325936,15.3918594683,152.75060057,71.5752895009,274.274407732,9.88067845485,50,72,176,0.0201645729769,"[55, 'NewGudkova', 209158, array([-4.83558707,  0.68465911, -0.20370551]), array([-0.98682913,  0.15078749, -0.05857818])]"
84,144.356066631,69.3828511051,6.77235511839,15.5224878141,273.028592125,13.2292231514,196,60,108,0.0202689001171,"[55, 'NewGudkova', 799344, array([-4.85685965,  0.73334868, -0.18880762]), array([-0.98682913,  0.15078749, -0.05857818])]"
89,162.246944817,56.8104888591,9.5278381691,30.1721146643,272.105543474,12.5278486722,206,64,124,0.0202973269162,"[55, 'NewGudkova', 840212, array([-4.85005889,  0.75692205, -0.18940444]), array([-0.98682913,  0.15078749, -0.05857818])]"
44,7.73164323854,18.1375957038,157.082414352,69.1547421427,274.445127497,9.92677668699,50,70,174,0.0203107578265,"[55, 'NewGudkova', 208977, array([-4.83493727,  0.68608336, -0.20189269]), array([-0.98682913,  0.15078749, -0.05857818])]"
36,11.5882069614,28.8820189553,167.971976976,58.9503062624,275.763987782,10.4236685503,50,62,166,0.0203287927335,"[55, 'NewGudkova', 208253, array([-4.83603509,  0.64414526, -0.31937602]), array([-0.98682913,  0.15078749, -0.05857818])]"
31,12.6405227401,35.4368634098,172.482872603,52.8355159543,275.60544507,9.76534875183,48,58,160,0.0205039176796,"[55, 'NewGudkova', 199790, array([-4.8048987 ,  0.78727051, -0.20052123]), array([-0.98682913,  0.15078749, -0.05857818])]"
135,112.186068575,76.1016543871,4.79675768144,4.22943280592,273.801763969,13.2145266264,358,32,82,0.0206111139114,"[55, 'NewGudkova', 1452911, array([-4.85065817,  0.75195191, -0.18718086]), array([-0.98682913,  0.15078749, -0.05857818])]"
122,167.758305709,50.8622892739,11.8431537761,36.6096244082,272.810159249,11.9327899831,326,46,34,0.0206926918568,"[55, 'NewGudkova', 1324547, array([-4.82764945,  0.83263734, -0.32629022]), array([-0.98682913,  0.15078749, -0.05857818])]"
33,182.405739593,5.62604747555,59.1955643404,79.8039567311,273.246858235,8.47574254017,48,88,-170,0.0207550165405,"[55, 'NewGudkova', 202325, array([-4.78839852,  0.83387033, -0.28700315]), array([-0.98682913,  0.15078749, -0.05857818])]"
43,7.98558453461,19.5312014554,162.338442476,68.5203367955,274.913792656,8.59038316365,50,70,172,0.0208454717425,"[55, 'NewGudkova', 208976, array([-4.78754295,  0.81638599, -0.2279631 ]), array([-0.98682913,  0.15078749, -0.05857818])]"
127,151.523714195,65.2729311511,8.44638431707,20.2118018059,273.320944491,13.6395008749,338,36,54,0.0208557230156,"[55, 'NewGudkova', 1372257, array([-4.87229467,  0.65514998, -0.23602982]), array([-0.98682913,  0.15078749, -0.05857818])]"
62,13.5630005996,37.8642494423,173.041282036,50.3019132154,275.536042356,10.1820674032,150,72,36,0.0208565169449,"[55, 'NewGudkova', 614088, array([-4.81548452,  0.76258025, -0.1876642 ]), array([-0.98682913,  0.15078749, -0.05857818])]"
114,3.53878236713,1.37284407661,101.359654295,80.0117279461,273.299344667,9.89155656462,318,84,-8,0.0212361362569,"[55, 'NewGudkova', 1295546, array([-4.84028519,  0.68279699, -0.1992606 ]), array([-0.98682913,  0.15078749, -0.05857818])]"
131,140.02368708,71.3415032592,6.25967382187,13.1466502786,273.167999132,13.0025199109,346,34,66,0.0212662998925,"[55, 'NewGudkova', 1404483, array([-4.8455774 ,  0.78308509, -0.19229059]), array([-0.98682913,  0.15078749, -0.05857818])]"
45,7.26774794863,16.7863218027,158.784424574,71.057800266,274.676592576,8.52336850511,50,72,174,0.0212958930572,"[55, 'NewGudkova', 209157, array([-4.78826909,  0.81568579, -0.2230692 ]), array([-0.98682913,  0.15078749, -0.05857818])]"
115,183.313014145,0.0231991746747,93.1573667788,81.5224878141,273.316471964,8.47747997491,318,84,-6,0.0216635138562,"[55, 'NewGudkova', 1295547, array([-4.7935872 ,  0.81609325, -0.21973489]), array([-0.98682913,  0.15078749, -0.05857818])]"
70,29.6138022604,60.7691527182,181.165608231,26.1979530109,277.193334469,12.0477172413,166,62,60,0.0216700392121,"[55, 'NewGudkova', 678000, array([-4.82794517,  0.67849422, -0.37452864]), array([-0.98682913,  0.15078749, -0.05857818])]"
120,169.736415219,45.1390361289,12.402684446,42.5611812129,271.586434595,11.5497287348,322,50,28,0.021872799811,"[55, 'NewGudkova', 1308704, array([-4.83808864,  0.78258583, -0.18905555]), array([-0.98682913,  0.15078749, -0.05857818])]"
61,12.4425239551,30.9383825986,170.73470824,57.1718915189,276.435648196,9.90335192677,148,76,30,0.021937261406,"[55, 'NewGudkova', 606345, array([-4.81274698,  0.69148098, -0.38324893]), array([-0.98682913,  0.15078749, -0.05857818])]"
22,24.977957974,57.3603914275,178.465576844,29.8189506069,275.49750339,12.0570622003,38,42,138,0.0220168321463,"[55, 'NewGudkova', 157839, array([-4.84381126,  0.70434156, -0.18517076]), array([-0.98682913,  0.15078749, -0.05857818])]"
71,30.9362986657,62.0338088892,180.015882533,24.4890158208,275.89200702,12.6674176317,166,62,62,0.0220786610799,"[55, 'NewGudkova', 678001, array([-4.85544874,  0.6382174 , -0.25241843]), array([-0.98682913,  0.15078749, -0.05857818])]"
25,20.0080505717,50.0846264857,179.229324915,38.0315267956,277.424992361,10.3290224756,44,48,146,0.0221164370215,"[55, 'NewGudkova', 182683, array([-4.78676039,  0.79767027, -0.37028514]), array([-0.98682913,  0.15078749, -0.05857818])]"
118,5.82264133331,7.02188990424,130.675843691,77.8368862131,274.593258916,9.881085086,320,88,-12,0.0221918312314,"[55, 'NewGudkova', 1304004, array([-4.8329695 ,  0.66613089, -0.36806509]), array([-0.98682913,  0.15078749, -0.05857818])]"
100,176.686454365,25.3441123227,22.4026673983,62.2686740393,271.729544514,10.514140563,222,80,154,0.0222788636221,"[55, 'NewGudkova', 906467, array([-4.83934779,  0.73226167, -0.17813884]), array([-0.98682913,  0.15078749, -0.05857818])]"
75,59.9705021906,74.8532763923,183.338164422,8.46828900094,275.224182552,12.4648635547,178,58,80,0.0223401338093,"[55, 'NewGudkova', 726250, array([-4.82208809,  0.83345721, -0.23361638]), array([-0.98682913,  0.15078749, -0.05857818])]"
99,177.078256105,28.1465250923,20.6432582208,59.7292574616,272.621904341,10.2356157573,222,78,152,0.0225595869365,"[55, 'NewGudkova', 906286, array([-4.81361342,  0.82170914, -0.35690462]), array([-0.98682913,  0.15078749, -0.05857818])]"
57,9.0198502312,23.9553533971,165.306787829,64.1142843273,274.878201877,9.23296161187,144,80,24,0.0225596517581,"[55, 'NewGudkova', 590502, array([-4.8054679 ,  0.77859662, -0.18469035]), array([-0.98682913,  0.15078749, -0.05857818])]"
55,7.57576923901,18.3265696312,158.023514727,69.1547421427,274.36736212,9.59060845492,142,84,20,0.0226056019361,"[55, 'NewGudkova', 582760, array([-4.82429342,  0.72386533, -0.17650873]), array([-0.98682913,  0.15078749, -0.05857818])]"
64,16.313213729,44.715012961,176.589399561,43.5535228576,276.249312252,10.0092520758,154,68,42,0.0226563628288,"[55, 'NewGudkova', 629931, array([-4.79277014,  0.83042076, -0.23265166]), array([-0.98682913,  0.15078749, -0.05857818])]"
95,170.272937659,43.3503242956,13.2006265871,44.2929893394,271.545461665,11.6988583501,214,70,138,0.0229919998656,"[55, 'NewGudkova', 873159, array([-4.8475375 ,  0.74266765, -0.17477325]), array([-0.98682913,  0.15078749, -0.05857818])]"
85,146.356066631,69.3828511051,8.77235511839,15.5224878141,275.028592125,13.2292231514,198,60,108,0.0230670689311,"[55, 'NewGudkova', 807444, array([-4.83500613,  0.77971558, -0.39340729]), array([-0.98682913,  0.15078749, -0.05857818])]"
13,47.97631292,71.3415032592,181.740326178,13.1466502786,274.832000868,13.0025199109,22,34,114,0.0231519614545,"[55, 'NewGudkova', 92307, array([-4.85343596,  0.70620052, -0.17950929]), array([-0.98682913,  0.15078749, -0.05857818])]"
110,182.596232746,7.05819258131,57.5343858902,77.8368862131,273.828699619,9.85493176528,318,78,-2,0.0232818314459,"[55, 'NewGudkova', 1295009, array([-4.82584193,  0.71618073, -0.39847448]), array([-0.98682913,  0.15078749, -0.05857818])]"
68,24.792086748,55.5014571809,179.666431733,31.8905217722,277.123584672,11.7820966256,162,64,54,0.0235210657724,"[55, 'NewGudkova', 661977, array([-4.83065252,  0.65796377, -0.36950849]), array([-0.98682913,  0.15078749, -0.05857818])]"
29,16.040765165,40.4139482088,175.142774044,47.6525772307,276.923676229,10.5415549319,48,54,156,0.0238392912077,"[55, 'NewGudkova', 199428, array([-4.81776808,  0.6753372 , -0.38520196]), array([-0.98682913,  0.15078749, -0.05857818])]"
66,21.1217148427,51.4855538536,176.844391639,35.9596738468,275.68471839,11.9605818239,158,66,50,0.0238600920377,"[55, 'NewGudkova', 645955, array([-4.85175597,  0.64851927, -0.21464023]), array([-0.98682913,  0.15078749, -0.05857818])]"
14,49.97631292,71.3415032592,183.740326178,13.1466502786,276.832000868,13.0025199109,24,34,114,0.0239812752388,"[55, 'NewGudkova', 100407, array([-4.84069638,  0.66321605, -0.37680895]), array([-0.98682913,  0.15078749, -0.05857818])]"
19,80.9498613555,50.8313976288,180.432461086,7.64427005629,276.479720435,38.1292667041,50,10,140,0.000442993866459,"[15, 'TAYAK', 203560, array([-4.88430564,  0.74734249, -0.29189161]), array([-0.98682913,  0.15078749, -0.05857818])]"
75,72.8834213433,49.6212498099,177.272800293,11.9332926274,276.734071955,37.8758870155,176,84,78,0.00122713959393,"[15, 'TAYAK', 720489, array([-4.88103536,  0.74801546, -0.28407872]), array([-0.98682913,  0.15078749, -0.05857818])]"
96,137.37801003,42.5347486553,23.4369248204,23.8603307148,273.206472774,38.0181559323,300,24,6,0.0013135777146,"[15, 'TAYAK', 1217253, array([-4.89429361,  0.75439852, -0.29131357]), array([-0.98682913,  0.15078749, -0.05857818])]"
137,181.696846766,2.95068662568,87.4446584444,55.193977787,273.737962233,34.6438805257,312,64,-24,0.00135293080279,"[15, 'TAYAK', 1269438, array([-4.8575518 ,  0.74798278, -0.29187609]), array([-0.98682913,  0.15078749, -0.05857818])]"
87,110.87768875,50.381028924,11.1583558916,7.95589051035,274.776413178,38.4972134466,192,84,98,0.00228848616033,"[15, 'TAYAK', 785299, array([-4.89322358,  0.75787422, -0.28531136]), array([-0.98682913,  0.15078749, -0.05857818])]"
89,128.357930166,46.0698072821,18.7015990089,17.9546569002,273.803793663,38.4283198204,200,86,108,0.0027702748226,"[15, 'TAYAK', 817884, array([-4.89883219,  0.73463654, -0.29051032]), array([-0.98682913,  0.15078749, -0.05857818])]"
66,36.3505260224,33.8869628028,155.528393726,35.9746455315,277.244117078,35.9137385306,68,36,-178,0.003016719161,"[15, 'TAYAK', 278641, array([-4.86117029,  0.72784597, -0.2900123 ]), array([-0.98682913,  0.15078749, -0.05857818])]"
28,6.30315323425,2.95068662568,100.555341556,55.193977787,274.262037767,34.6438805257,56,64,-156,0.00317221114898,"[15, 'TAYAK', 232572, array([-4.85909786,  0.73048597, -0.27814389]), array([-0.98682913,  0.15078749, -0.05857818])]"
144,111.395370538,50.2227029077,11.5819258961,8.07587311066,275.072699751,38.6228614764,318,10,36,0.0042419017305,"[15, 'TAYAK', 1288908, array([-4.89529821,  0.73721351, -0.30865787]), array([-0.98682913,  0.15078749, -0.05857818])]"
12,86.3970837238,51.2460038881,182.266046508,4.69226129988,275.990793788,38.3606722079,38,8,126,0.0043585168218,"[15, 'TAYAK', 154773, array([-4.89106836,  0.73241809, -0.27442509]), array([-0.98682913,  0.15078749, -0.05857818])]"
72,56.1217641487,44.6960915784,169.614365097,21.9436214032,277.425546562,37.206945186,168,86,68,0.00470750251727,"[15, 'TAYAK', 688264, array([-4.87381621,  0.72423659, -0.30055235]), array([-0.98682913,  0.15078749, -0.05857818])]"
23,179.943879788,5.18585689187,82.642342048,54.4686522372,273.592200782,35.0349687932,52,70,-150,0.00508054743442,"[15, 'TAYAK', 216915, array([-4.86709535,  0.72085776, -0.29957414]), array([-0.98682913,  0.15078749, -0.05857818])]"
27,76.1051259258,50.3145092548,178.571632726,10.1554315056,276.576069741,37.8610268044,56,12,148,0.0057780150939,"[15, 'TAYAK', 228044, array([-4.8783499 ,  0.77287721, -0.28086547]), array([-0.98682913,  0.15078749, -0.05857818])]"
43,67.2362577397,48.2774332978,174.738571475,15.0115875356,276.749034531,37.8105990634,64,16,160,0.0058886295033,"[15, 'TAYAK', 260810, array([-4.88411948,  0.72441769, -0.27019339]), array([-0.98682913,  0.15078749, -0.05857818])]"
65,38.7863892051,35.889089132,158.0,34.0,277.213610795,35.889089132,68,34,-180,0.00611388840317,"[15, 'TAYAK', 278460, array([-4.85633345,  0.76505552, -0.26872275]), array([-0.98682913,  0.15078749, -0.05857818])]"
136,116.112812096,49.5236984922,13.4720216736,10.5780705237,274.926587347,38.5088183464,312,12,28,0.00685206081553,"[15, 'TAYAK', 1264784, array([-4.8916864 ,  0.7586363 , -0.32266637]), array([-0.98682913,  0.15078749, -0.05857818])]"
9,86.6422225891,51.4266943655,182.259285482,4.46353516823,275.783215824,38.2168498235,36,8,124,0.00715337417932,"[15, 'TAYAK', 146672, array([-4.88697198,  0.76380192, -0.25903511]), array([-0.98682913,  0.15078749, -0.05857818])]"
97,140.635962619,41.0841031593,25.5513093235,25.9319470342,273.330014772,37.8735300528,300,26,4,0.00744177930558,"[15, 'TAYAK', 1217432, array([-4.89058394,  0.76534999, -0.32282751]), array([-0.98682913,  0.15078749, -0.05857818])]"
114,159.959528678,27.3634565622,42.7090936404,41.4998948174,272.262212643,36.2515916911,302,42,-8,0.00760368841159,"[15, 'TAYAK', 1226966, array([-4.87477355,  0.78277541, -0.29285208]), array([-0.98682913,  0.15078749, -0.05857818])]"
121,166.049677086,21.339458565,51.6230122191,46.6275802979,272.303880831,35.6195795657,304,48,-12,0.00795102241631,"[15, 'TAYAK', 1235604, array([-4.86752834,  0.7831674 , -0.2843737 ]), array([-0.98682913,  0.15078749, -0.05857818])]"
152,106.06078526,50.8605413142,9.72432994338,5.13246985564,275.602228697,38.6703455127,330,8,50,0.00811290753005,"[15, 'TAYAK', 1337335, array([-4.89451616,  0.72607944, -0.32437226]), array([-0.98682913,  0.15078749, -0.05857818])]"
53,27.2501066268,26.1222933011,144.945107329,43.4639470513,276.980123467,35.2406243333,66,44,-172,0.00825029480258,"[15, 'TAYAK', 271264, array([-4.85472394,  0.71892616, -0.32172238]), array([-0.98682913,  0.15078749, -0.05857818])]"
95,133.927309591,43.8269919409,21.3808220179,21.7748936299,273.042327179,38.2251191505,300,22,8,0.00849215866981,"[15, 'TAYAK', 1217074, array([-4.90048321,  0.72926398, -0.25321073]), array([-0.98682913,  0.15078749, -0.05857818])]"
158,29.4772077459,28.3513691789,148.406029826,41.874454679,277.280627987,34.996610189,332,86,-48,0.00863625377029,"[15, 'TAYAK', 1352406, array([-4.84270221,  0.76548935, -0.32186369]), array([-0.98682913,  0.15078749, -0.05857818])]"
29,75.986438711,49.921467338,178.551170232,10.3730686103,276.827442114,38.1809385469,58,12,150,0.00890483076142,"[15, 'TAYAK', 236145, array([-4.88827264,  0.70484514, -0.3043428 ]), array([-0.98682913,  0.15078749, -0.05857818])]"
33,71.5346450269,49.5606032483,176.687023066,12.5585964485,276.590474167,37.6700162555,60,14,154,0.00906702025991,"[15, 'TAYAK', 244427, array([-4.87564294,  0.78304611, -0.26530367]), array([-0.98682913,  0.15078749, -0.05857818])]"
38,71.4913273027,49.0849039163,176.648437935,12.7681651935,276.869554159,38.0627726138,62,14,156,0.0093682717007,"[15, 'TAYAK', 252528, array([-4.88805188,  0.70025564, -0.29444022]), array([-0.98682913,  0.15078749, -0.05857818])]"
52,29.096233724,28.426137258,147.949952049,41.7180118025,276.740317409,35.0954341283,66,42,-174,0.00942893199221,"[15, 'TAYAK', 271083, array([-4.84801395,  0.77552474, -0.25690484]), array([-0.98682913,  0.15078749, -0.05857818])]"
14,86.1626555316,51.0571775981,182.271517306,4.91533088909,276.195704182,38.511883168,40,8,128,0.00968098299189,"[15, 'TAYAK', 162874, array([-4.89522429,  0.69948268, -0.28968753]), array([-0.98682913,  0.15078749, -0.05857818])]"
93,140.363481649,41.2872047646,25.0248270801,25.9829778826,272.960437869,37.6241124549,206,88,116,0.00985721008105,"[15, 'TAYAK', 842368, array([-4.88537188,  0.7956443 , -0.29567708]), array([-0.98682913,  0.15078749, -0.05857818])]"
49,63.2085180268,47.1155385592,172.778160998,17.2802771297,276.717988507,37.753787104,66,18,164,0.00991964277743,"[15, 'TAYAK', 269092, array([-4.8864077 ,  0.70808437, -0.25880018]), array([-0.98682913,  0.15078749, -0.05857818])]"
106,152.854072706,32.8927861707,34.9400424419,35.8986617797,271.95806663,36.9454273792,300,36,-4,0.0104840362126,"[15, 'TAYAK', 1218328, array([-4.8872967 ,  0.75523584, -0.23886814]), array([-0.98682913,  0.15078749, -0.05857818])]"
11,156.324784035,30.4326471088,39.1195184202,37.8910371308,272.849207603,37.2414856751,36,86,-128,0.010540360134,"[15, 'TAYAK', 153566, array([-4.89326517,  0.71415674, -0.33060951]), array([-0.98682913,  0.15078749, -0.05857818])]"
155,105.837344468,51.0571775981,9.72848269357,4.91533088909,275.804295818,38.511883168,332,8,52,0.0105795505755,"[15, 'TAYAK', 1345436, array([-4.88762853,  0.75735359, -0.34171904]), array([-0.98682913,  0.15078749, -0.05857818])]"
129,120.530907405,48.6063727486,15.3934022932,12.9620762821,274.857628871,38.4638514065,308,14,22,0.0106896722172,"[15, 'TAYAK', 1248761, array([-4.89029122,  0.76446089, -0.34075392]), array([-0.98682913,  0.15078749, -0.05857818])]"
18,81.1468748482,51.1257525134,180.436495486,7.41445304289,276.249649766,37.8940434581,48,10,138,0.0110793550823,"[15, 'TAYAK', 195459, array([-4.87694035,  0.79792966, -0.27292049]), array([-0.98682913,  0.15078749, -0.05857818])]"
21,80.7691388757,50.5302193401,180.426311693,7.86483681725,276.705683864,38.3722776031,52,10,142,0.0112413546054,"[15, 'TAYAK', 211661, array([-4.89149142,  0.69518577, -0.31068144]), array([-0.98682913,  0.15078749, -0.05857818])]"
76,76.9788052118,50.0372579697,179.055909746,9.94466055312,276.991200104,38.2166472139,178,84,80,0.0112610394662,"[15, 'TAYAK', 728590, array([-4.88775239,  0.69985903, -0.32054519]), array([-0.98682913,  0.15078749, -0.05857818])]"
147,111.230861124,50.5302193401,11.5736883071,7.86483681725,275.294316136,38.3722776031,320,10,38,0.0115331734398,"[15, 'TAYAK', 1297009, array([-4.8849242 ,  0.78737318, -0.33079633]), array([-0.98682913,  0.15078749, -0.05857818])]"
133,116.193086212,49.1217772572,13.4978333327,10.7701647828,274.686341841,38.8443837259,310,12,26,0.0115839547424,"[15, 'TAYAK', 1256683, array([-4.90477468,  0.69146548, -0.29492718]), array([-0.98682913,  0.15078749, -0.05857818])]"
151,106.272999996,50.6564292666,9.72151673681,5.34341070866,275.403184658,38.8359149165,328,8,48,0.0115858926728,"[15, 'TAYAK', 1329234, array([-4.90140309,  0.69326871, -0.30703011]), array([-0.98682913,  0.15078749, -0.05857818])]"
142,8.05612021174,5.18585689187,105.357657952,54.4686522372,274.407799218,35.0349687932,316,70,-30,0.0116231143245,"[15, 'TAYAK', 1286175, array([-4.87014788,  0.69050165, -0.26702038]), array([-0.98682913,  0.15078749, -0.05857818])]"
98,143.697848169,39.4885269141,27.7351198797,27.9814433215,273.407868721,37.7888131057,300,28,2,0.0116760266371,"[15, 'TAYAK', 1217611, array([-4.88946739,  0.76295041, -0.34623879]), array([-0.98682913,  0.15078749, -0.05857818])]"
86,106.694351714,50.6505774723,9.37055187762,5.96701169086,274.564240766,38.7165461084,190,84,96,0.0118381468384,"[15, 'TAYAK', 777198, array([-4.90279425,  0.7111683 , -0.2454677 ]), array([-0.98682913,  0.15078749, -0.05857818])]"
64,41.4061806689,37.787723207,160.357982996,31.9781927522,277.242578446,35.9149279373,68,32,178,0.0119620113937,"[15, 'TAYAK', 278459, array([-4.85252786,  0.7934054 , -0.25959915]), array([-0.98682913,  0.15078749, -0.05857818])]"
104,150.476146819,34.9190486614,32.4119903701,33.9764608625,272.050332826,36.8711630183,300,34,-2,0.0122362572347,"[15, 'TAYAK', 1218149, array([-4.88025534,  0.79538997, -0.25460605]), array([-0.98682913,  0.15078749, -0.05857818])]"
45,22.8922179865,22.4512782217,139.237221004,47.0421134842,276.481778491,34.3603527607,64,48,-170,0.0124272682126,"[15, 'TAYAK', 263525, array([-4.83476337,  0.7998967 , -0.27931988]), array([-0.98682913,  0.15078749, -0.05857818])]"
69,44.7104754686,39.5444805722,163.154309862,29.9798507651,277.902070224,35.9671790815,162,88,60,0.0124736435322,"[15, 'TAYAK', 664140, array([-4.84672243,  0.79318954, -0.32084247]), array([-0.98682913,  0.15078749, -0.05857818])]"
58,53.8598086512,44.1002944577,168.924542174,23.6130288381,277.859871552,36.5862281216,68,24,170,0.0126472261075,"[15, 'TAYAK', 277735, array([-4.85372519,  0.79507285, -0.32176493]), array([-0.98682913,  0.15078749, -0.05857818])]"
141,111.543785172,49.9093326305,11.5922144968,8.27710974276,274.855678209,38.8807956644,316,10,34,0.0127855687605,"[15, 'TAYAK', 1280807, array([-4.90539603,  0.68550706, -0.28656378]), array([-0.98682913,  0.15078749, -0.05857818])]"
20,177.260628878,7.92414270167,76.313802729,53.759406178,272.872707323,35.0910839291,50,72,-148,0.0128155940032,"[15, 'TAYAK', 208996, array([-4.87001813,  0.72653469, -0.22809927]), array([-0.98682913,  0.15078749, -0.05857818])]"
116,124.63641706,47.1753744118,17.3901019831,15.3645541461,274.647350314,38.7550018604,304,16,16,0.0128338175457,"[15, 'TAYAK', 1232738, array([-4.90185782,  0.70239176, -0.33461371]), array([-0.98682913,  0.15078749, -0.05857818])]"
115,161.767688042,25.0465514131,45.7729676585,43.1652570493,271.949091144,36.437504657,302,44,-10,0.0128741379109,"[15, 'TAYAK', 1227145, array([-4.88720554,  0.72221713, -0.23092178]), array([-0.98682913,  0.15078749, -0.05857818])]"
111,130.526464555,45.6223358438,19.2543021532,19.5449439127,273.215654397,37.8924104732,302,20,12,0.0130829479799,"[15, 'TAYAK', 1224996, array([-4.8859719 ,  0.80786397, -0.26730994]), array([-0.98682913,  0.15078749, -0.05857818])]"
7,86.8977567916,51.598932671,182.251268222,4.22943280592,275.573142016,38.0805460342,34,8,122,0.0133624534126,"[15, 'TAYAK', 138571, array([-4.88295921,  0.79359594, -0.24353224]), array([-0.98682913,  0.15078749, -0.05857818])]"
123,120.532825292,48.1256316608,15.4382946512,13.1400590984,274.591482749,38.8729186707,306,14,20,0.0136481558062,"[15, 'TAYAK', 1240660, array([-4.90613786,  0.6830353 , -0.30648981]), array([-0.98682913,  0.15078749, -0.05857818])]"
99,146.565051177,37.761243907,30.0,30.0,273.434948823,37.761243907,300,30,0,0.0140449271901,"[15, 'TAYAK', 1217790, array([-4.89093855,  0.74818433, -0.36012192]), array([-0.98682913,  0.15078749, -0.05857818])]"
56,57.4691231268,45.2911702411,170.911925212,21.4950313737,278.116071389,36.9089343217,68,22,168,0.0140964255761,"[15, 'TAYAK', 277554, array([-4.85871371,  0.76289272, -0.35520304]), array([-0.98682913,  0.15078749, -0.05857818])]"
67,34.0883247366,31.7921990343,152.928947148,37.8910371308,277.338676631,35.9851407298,68,38,-176,0.0141693088881,"[15, 'TAYAK', 278822, array([-4.86655491,  0.68311522, -0.3243669 ]), array([-0.98682913,  0.15078749, -0.05857818])]"
60,50.4446075127,42.7408585026,166.887147252,25.7283540558,277.639726304,36.3277293808,68,26,172,0.0145378375849,"[15, 'TAYAK', 277916, array([-4.85061932,  0.81342315, -0.2940336 ]), array([-0.98682913,  0.15078749, -0.05857818])]"
13,159.967115318,26.6597507687,43.3767170144,41.7180118025,271.877247724,36.6208428296,38,84,-132,0.0148473590344,"[15, 'TAYAK', 161484, array([-4.89003722,  0.71677068, -0.22287654]), array([-0.98682913,  0.15078749, -0.05857818])]"
42,16.7102796819,14.9481869918,125.995010666,51.0483774193,275.943519625,34.9812563951,62,54,-164,0.0148786215025,"[15, 'TAYAK', 255968, array([-4.86089314,  0.68934488, -0.33889552]), array([-0.98682913,  0.15078749, -0.05857818])]"
30,10.1807792256,8.28572627324,111.947611268,54.4686522372,274.487365184,34.2633215613,58,60,-160,0.0148788764812,"[15, 'TAYAK', 240310, array([-4.84850004,  0.76918066, -0.22040463]), array([-0.98682913,  0.15078749, -0.05857818])]"
131,174.489528219,12.371984313,68.1587800551,52.0419758133,273.393978925,35.2089845863,308,56,-18,0.015020875798,"[15, 'TAYAK', 1252521, array([-4.86299932,  0.75400355, -0.36221438]), array([-0.98682913,  0.15078749, -0.05857818])]"
63,44.2187090548,39.5710860129,162.616305745,29.9194520932,277.326377797,35.9946563885,68,30,176,0.0151789992889,"[15, 'TAYAK', 278278, array([-4.85013806,  0.81165141, -0.26158951]), array([-0.98682913,  0.15078749, -0.05857818])]"
40,18.0015567221,17.4898984574,129.953243374,49.8717275296,275.370218051,34.7599302786,62,52,-166,0.0154852542967,"[15, 'TAYAK', 255787, array([-4.85599204,  0.74610079, -0.21211899]), array([-0.98682913,  0.15078749, -0.05857818])]"
101,149.242578446,35.9149279373,32.3579829961,31.9781927522,273.406180669,37.787723207,300,32,-2,0.0155279165625,"[15, 'TAYAK', 1217969, array([-4.89487334,  0.72217515, -0.3631589 ]), array([-0.98682913,  0.15078749, -0.05857818])]"
74,68.8434762813,49.1353191248,175.492897387,13.9217561486,276.447998534,37.4761663229,174,84,76,0.0157738822296,"[15, 'TAYAK', 712388, array([-4.87180824,  0.80712242, -0.24234822]), array([-0.98682913,  0.15078749, -0.05857818])]"
62,47.2304668578,41.2265602093,164.788426007,27.8332399499,277.460327334,36.1313436228,68,28,174,0.0158826920893,"[15, 'TAYAK', 278097, array([-4.8494444 ,  0.81865994, -0.27350434]), array([-0.98682913,  0.15078749, -0.05857818])]"
36,13.2274025937,10.9180161272,118.4854799,53.759406178,275.735367892,34.0568218885,60,58,-162,0.0159101943425,"[15, 'TAYAK', 248229, array([-4.83568074,  0.77218485, -0.35830813]), array([-0.98682913,  0.15078749, -0.05857818])]"
