,Strike,Dip,Rake,Misfit,Extra
38,46,50,-92,0.000638672817604,"[535, 'iasp91', 106004, array([  1.05086243e-03,  -1.08499598e+00,  -1.26885582e+00]), array([ 0.        , -0.64981277, -0.76009431])]"
39,46,50,-90,0.000915822510268,"[535, 'iasp91', 106005, array([  9.19067092e-04,  -9.48389405e-01,  -1.11083895e+00]), array([ 0.        , -0.64981277, -0.76009431])]"
37,46,50,-94,0.000949209400835,"[535, 'iasp91', 106003, array([  1.18137745e-03,  -1.22028065e+00,  -1.42532679e+00]), array([ 0.        , -0.64981277, -0.76009431])]"
36,46,50,-96,0.00134942972193,"[535, 'iasp91', 106002, array([  1.31045315e-03,  -1.35407860e+00,  -1.58006122e+00]), array([ 0.        , -0.64981277, -0.76009431])]"
35,46,50,-98,0.00171073255095,"[535, 'iasp91', 106001, array([  1.43793226e-03,  -1.48622682e+00,  -1.73287059e+00]), array([ 0.        , -0.64981277, -0.76009431])]"
40,46,50,-88,0.00181134892062,"[535, 'iasp91', 106006, array([  7.86152013e-04,  -8.10627365e-01,  -9.51468684e-01]), array([ 0.        , -0.64981277, -0.76009431])]"
34,46,50,-100,0.00202398650685,"[535, 'iasp91', 106000, array([  1.56365947e-03,  -1.61656429e+00,  -1.88356872e+00]), array([ 0.        , -0.64981277, -0.76009431])]"
373,178,52,56,0.0021202363255,"[535, 'iasp91', 403178, array([-0.00475648, -1.51907364, -1.77475368]), array([ 0.        , -0.64981277, -0.76009431])]"
277,162,62,46,0.00231748817782,"[535, 'iasp91', 367673, array([ 0.00659586, -2.52677495, -2.94618935]), array([ 0.        , -0.64981277, -0.76009431])]"
268,160,64,46,0.00320086920929,"[535, 'iasp91', 363273, array([-0.00608387, -2.67405707, -3.10997563]), array([ 0.        , -0.64981277, -0.76009431])]"
41,46,50,-86,0.00321488195477,"[535, 'iasp91', 106007, array([  6.52279130e-04,  -6.71877700e-01,  -7.90939205e-01]), array([ 0.        , -0.64981277, -0.76009431])]"
362,176,52,54,0.00376342095577,"[535, 'iasp91', 398677, array([ -4.74225866e-05,  -1.59409371e+00,  -1.87890209e+00]), array([ 0.        , -0.64981277, -0.76009431])]"
46,48,46,-82,0.0051681433078,"[535, 'iasp91', 110309, array([ 0.00239578, -0.49489944, -0.57412058]), array([ 0.        , -0.64981277, -0.76009431])]"
32,44,54,-86,0.00518104177704,"[535, 'iasp91', 101707, array([-0.00267197, -0.58837041, -0.69420227]), array([ 0.        , -0.64981277, -0.76009431])]"
42,46,50,-84,0.00539449923162,"[535, 'iasp91', 106008, array([  5.17611544e-04,  -5.32309456e-01,  -6.29446088e-01]), array([ 0.        , -0.64981277, -0.76009431])]"
315,168,58,50,0.00643747774436,"[535, 'iasp91', 380975, array([-0.00395715, -2.16538773, -2.5006823 ]), array([ 0.        , -0.64981277, -0.76009431])]"
222,152,72,42,0.0064699245759,"[535, 'iasp91', 345671, array([ 0.01556774, -3.20676494, -3.70846369]), array([ 0.        , -0.64981277, -0.76009431])]"
50,48,48,-96,0.00647554774044,"[535, 'iasp91', 110402, array([ 0.01349487, -1.43696506, -1.68837752]), array([ 0.        , -0.64981277, -0.76009431])]"
289,164,60,46,0.00651970584195,"[535, 'iasp91', 372073, array([ 0.01926153, -2.38539541, -2.76864454]), array([ 0.        , -0.64981277, -0.76009431])]"
49,48,48,-98,0.00652588384712,"[535, 'iasp91', 110401, array([ 0.01471619, -1.57482738, -1.83336269]), array([ 0.        , -0.64981277, -0.76009431])]"
25,42,60,-84,0.006768543523,"[535, 'iasp91', 97508, array([-0.00304782, -0.38423195, -0.4534822 ]), array([ 0.        , -0.64981277, -0.76009431])]"
108,84,16,-44,0.00703389252868,"[535, 'iasp91', 189828, array([ 0.00161152, -0.1605012 , -0.18876163]), array([ 0.        , -0.64981277, -0.76009431])]"
160,140,84,40,0.00731109748953,"[535, 'iasp91', 319270, array([-0.01905939, -3.72735326, -4.41797734]), array([ 0.        , -0.64981277, -0.76009431])]"
170,142,82,40,0.00732099945043,"[535, 'iasp91', 323670, array([-0.00876976, -3.65128199, -4.33334912]), array([ 0.        , -0.64981277, -0.76009431])]"
212,150,74,42,0.00737516237107,"[535, 'iasp91', 341271, array([ 0.00430857, -3.32888435, -3.83657165]), array([ 0.        , -0.64981277, -0.76009431])]"
24,42,58,-88,0.00760661329168,"[535, 'iasp91', 97406, array([-0.00750723, -0.6605616 , -0.77562725]), array([ 0.        , -0.64981277, -0.76009431])]"
155,138,88,40,0.00764445676721,"[535, 'iasp91', 314970, array([ 0.01201461, -3.88733004, -4.4797787 ]), array([ 0.        , -0.64981277, -0.76009431])]"
234,154,70,42,0.0077141454956,"[535, 'iasp91', 350071, array([ 0.0272558 , -3.08200994, -3.56800566]), array([ 0.        , -0.64981277, -0.76009431])]"
181,144,80,40,0.00780559231094,"[535, 'iasp91', 328070, array([  2.01785289e-03,  -3.56628018e+00,  -4.23798339e+00]), array([ 0.        , -0.64981277, -0.76009431])]"
152,138,86,40,0.00781354152261,"[535, 'iasp91', 314870, array([-0.02885336, -3.79347127, -4.49228865]), array([ 0.        , -0.64981277, -0.76009431])]"
257,158,66,46,0.0080176571156,"[535, 'iasp91', 358873, array([-0.0185042 , -2.82544545, -3.2599895 ]), array([ 0.        , -0.64981277, -0.76009431])]"
118,112,12,-16,0.00838135132795,"[535, 'iasp91', 252642, array([ 0.00092136, -0.12078554, -0.13937435]), array([ 0.        , -0.64981277, -0.76009431])]"
26,44,52,-100,0.0084947051277,"[535, 'iasp91', 101600, array([-0.01266314, -1.54503143, -1.78333346]), array([ 0.        , -0.64981277, -0.76009431])]"
191,146,78,40,0.00860076661634,"[535, 'iasp91', 332470, array([ 0.0132802 , -3.47349267, -4.13144379]), array([ 0.        , -0.64981277, -0.76009431])]"
48,48,48,-100,0.0087014149959,"[535, 'iasp91', 110400, array([ 0.01591958, -1.71077101, -1.97611418]), array([ 0.        , -0.64981277, -0.76009431])]"
146,136,88,40,0.00874799564227,"[535, 'iasp91', 310470, array([-0.03817739, -3.84874934, -4.55666695]), array([ 0.        , -0.64981277, -0.76009431])]"
256,158,66,44,0.00896165870689,"[535, 'iasp91', 358872, array([ 0.01638916, -2.82999934, -3.25639808]), array([ 0.        , -0.64981277, -0.76009431])]"
351,174,50,50,0.00898813116881,"[535, 'iasp91', 394075, array([ 0.02088983, -1.59848467, -1.88128206]), array([ 0.        , -0.64981277, -0.76009431])]"
302,166,60,50,0.00899687472389,"[535, 'iasp91', 376575, array([-0.01661856, -2.32195152, -2.67417994]), array([ 0.        , -0.64981277, -0.76009431])]"
43,46,50,-82,0.00913121500371,"[535, 'iasp91', 106009, array([  3.82313329e-04,  -3.92092675e-01,  -4.67186088e-01]), array([ 0.        , -0.64981277, -0.76009431])]"
325,170,54,48,0.00923110593578,"[535, 'iasp91', 385274, array([ 0.0249561 , -1.92499443, -2.23492964]), array([ 0.        , -0.64981277, -0.76009431])]"
314,168,56,48,0.0092611538995,"[535, 'iasp91', 380874, array([ 0.01253482, -2.05115686, -2.4404001 ]), array([ 0.        , -0.64981277, -0.76009431])]"
246,156,68,44,0.00949697941154,"[535, 'iasp91', 354472, array([ 0.00440278, -2.96948115, -3.40772981]), array([ 0.        , -0.64981277, -0.76009431])]"
200,148,76,40,0.00951726810425,"[535, 'iasp91', 336870, array([ 0.02496698, -3.37417131, -4.01330163]), array([ 0.        , -0.64981277, -0.76009431])]"
163,140,86,40,0.00954647726511,"[535, 'iasp91', 319370, array([ 0.02055429, -3.83223136, -4.4029045 ]), array([ 0.        , -0.64981277, -0.76009431])]"
371,178,46,52,0.00956957132612,"[535, 'iasp91', 402876, array([ 0.01890633, -1.2910542 , -1.51360984]), array([ 0.        , -0.64981277, -0.76009431])]"
21,42,56,-94,0.00973095926148,"[535, 'iasp91', 97303, array([-0.0158037 , -1.06990997, -1.24769784]), array([ 0.        , -0.64981277, -0.76009431])]"
51,48,48,-94,0.00979659319508,"[535, 'iasp91', 110403, array([ 0.01225711, -1.29735202, -1.54133532]), array([ 0.        , -0.64981277, -0.76009431])]"
201,148,76,42,0.00986102459362,"[535, 'iasp91', 336871, array([-0.00639452, -3.44678452, -3.95277374]), array([ 0.        , -0.64981277, -0.76009431])]"
363,176,54,56,0.00989133155658,"[535, 'iasp91', 398778, array([-0.01690629, -1.66193325, -1.97340264]), array([ 0.        , -0.64981277, -0.76009431])]"
11,38,74,-84,0.0104297332214,"[535, 'iasp91', 89208, array([-0.00493717, -0.32698145, -0.37983118]), array([ 0.        , -0.64981277, -0.76009431])]"
211,150,74,40,0.0104589622046,"[535, 'iasp91', 341270, array([ 0.03700001, -3.26965873, -3.88316101]), array([ 0.        , -0.64981277, -0.76009431])]"
269,160,64,48,0.0105422774147,"[535, 'iasp91', 363274, array([-0.04072942, -2.65206568, -3.12433964]), array([ 0.        , -0.64981277, -0.76009431])]"
245,156,68,42,0.0106683104993,"[535, 'iasp91', 354471, array([ 0.03921564, -2.95624233, -3.41486302]), array([ 0.        , -0.64981277, -0.76009431])]"
57,50,44,-84,0.0106789987881,"[535, 'iasp91', 114708, array([ 0.00875241, -0.7293296 , -0.8659423 ]), array([ 0.        , -0.64981277, -0.76009431])]"
326,170,56,50,0.0107260656184,"[535, 'iasp91', 385375, array([ 0.00844545, -2.01920186, -2.31290245]), array([ 0.        , -0.64981277, -0.76009431])]"
374,178,54,58,0.0108713008363,"[535, 'iasp91', 403279, array([-0.02149686, -1.57989216, -1.87221418]), array([ 0.        , -0.64981277, -0.76009431])]"
366,178,24,48,0.0109358229869,"[535, 'iasp91', 401774, array([ 0.00639398, -0.37990336, -0.44459393]), array([ 0.        , -0.64981277, -0.76009431])]"
361,176,50,52,0.0112330489084,"[535, 'iasp91', 398576, array([ 0.01612979, -1.54124321, -1.77070817]), array([ 0.        , -0.64981277, -0.76009431])]"
82,56,34,-74,0.0113029414951,"[535, 'iasp91', 127713, array([ 0.00566286, -0.40097446, -0.46289828]), array([ 0.        , -0.64981277, -0.76009431])]"
173,142,84,40,0.0113595793139,"[535, 'iasp91', 323770, array([ 0.02945429, -3.7663231 , -4.31622244]), array([ 0.        , -0.64981277, -0.76009431])]"
267,160,64,44,0.0115308576034,"[535, 'iasp91', 363272, array([ 0.02856909, -2.69279052, -3.09182259]), array([ 0.        , -0.64981277, -0.76009431])]"
221,152,72,40,0.0115515010188,"[535, 'iasp91', 345670, array([ 0.04927317, -3.1613714 , -3.74068514]), array([ 0.        , -0.64981277, -0.76009431])]"
61,50,46,-94,0.0115807105689,"[535, 'iasp91', 114803, array([ 0.02368329, -1.39858526, -1.64843664]), array([ 0.        , -0.64981277, -0.76009431])]"
60,50,46,-96,0.0120383277094,"[535, 'iasp91', 114802, array([ 0.02589319, -1.54336588, -1.78723579]), array([ 0.        , -0.64981277, -0.76009431])]"
12,38,78,-82,0.0121591525891,"[535, 'iasp91', 89409, array([-0.00171563, -0.18308359, -0.21879487]), array([ 0.        , -0.64981277, -0.76009431])]"
27,44,52,-98,0.012306982176,"[535, 'iasp91', 101601, array([-0.01158217, -1.42097352, -1.62533266]), array([ 0.        , -0.64981277, -0.76009431])]"
354,174,56,56,0.0123088673029,"[535, 'iasp91', 394378, array([-0.02976397, -1.82064656, -2.15722478]), array([ 0.        , -0.64981277, -0.76009431])]"
278,162,62,48,0.0124639302482,"[535, 'iasp91', 367674, array([-0.02751889, -2.49088324, -2.97481423]), array([ 0.        , -0.64981277, -0.76009431])]"
352,174,52,52,0.0124950610787,"[535, 'iasp91', 394176, array([ 0.00453432, -1.65746181, -1.98803171]), array([ 0.        , -0.64981277, -0.76009431])]"
235,154,70,44,0.0126522974902,"[535, 'iasp91', 350072, array([-0.00717471, -3.10948288, -3.54604128]), array([ 0.        , -0.64981277, -0.76009431])]"
94,60,30,-70,0.0126942757472,"[535, 'iasp91', 136515, array([ 0.00631629, -0.37355675, -0.4427498 ]), array([ 0.        , -0.64981277, -0.76009431])]"
283,164,18,34,0.0128967298641,"[535, 'iasp91', 369967, array([ 0.00595568, -0.32907067, -0.38919918]), array([ 0.        , -0.64981277, -0.76009431])]"
192,146,78,42,0.0130442704951,"[535, 'iasp91', 332471, array([-0.01644566, -3.55894011, -4.05759433]), array([ 0.        , -0.64981277, -0.76009431])]"
121,114,14,-16,0.0130658824815,"[535, 'iasp91', 257242, array([ 0.00632976, -0.31628274, -0.37107313]), array([ 0.        , -0.64981277, -0.76009431])]"
168,142,80,42,0.0130678198065,"[535, 'iasp91', 323571, array([-0.07244648, -3.62159436, -4.24962677]), array([ 0.        , -0.64981277, -0.76009431])]"
179,144,78,42,0.0131072706464,"[535, 'iasp91', 327971, array([-0.06213191, -3.51616279, -4.16725525]), array([ 0.        , -0.64981277, -0.76009431])]"
364,176,56,58,0.0131211743868,"[535, 'iasp91', 398879, array([-0.03424517, -1.74367994, -2.05306862]), array([ 0.        , -0.64981277, -0.76009431])]"
184,144,82,40,0.0132467109702,"[535, 'iasp91', 328170, array([ 0.03873621, -3.69053083, -4.21936905]), array([ 0.        , -0.64981277, -0.76009431])]"
138,134,14,4,0.0132632360542,"[535, 'iasp91', 302252, array([ 0.00617453, -0.31508021, -0.37148095]), array([ 0.        , -0.64981277, -0.76009431])]"
233,154,70,40,0.0133056363333,"[535, 'iasp91', 350070, array([ 0.0616531 , -3.05078205, -3.58562298]), array([ 0.        , -0.64981277, -0.76009431])]"
258,158,66,48,0.0135251572882,"[535, 'iasp91', 358874, array([-0.05337502, -2.8174492 , -3.25960912]), array([ 0.        , -0.64981277, -0.76009431])]"
17,40,62,-90,0.0135695027918,"[535, 'iasp91', 93105, array([-0.01439061, -0.74433998, -0.88009696]), array([ 0.        , -0.64981277, -0.76009431])]"
105,72,22,-58,0.0137032913658,"[535, 'iasp91', 163121, array([ 0.00652568, -0.34373047, -0.39738311]), array([ 0.        , -0.64981277, -0.76009431])]"
300,166,58,48,0.0137672352961,"[535, 'iasp91', 376474, array([ -5.71008724e-04,  -2.18863972e+00,  -2.63260537e+00]), array([ 0.        , -0.64981277, -0.76009431])]"
197,148,74,44,0.0138310598492,"[535, 'iasp91', 336772, array([-0.07112426, -3.34351433, -3.90840853]), array([ 0.        , -0.64981277, -0.76009431])]"
353,174,54,54,0.0138843810362,"[535, 'iasp91', 394277, array([-0.01242164, -1.73188918, -2.08039979]), array([ 0.        , -0.64981277, -0.76009431])]"
208,150,72,44,0.0139656061301,"[535, 'iasp91', 341172, array([-0.05969155, -3.20662872, -3.8056219 ]), array([ 0.        , -0.64981277, -0.76009431])]"
342,172,58,56,0.0140836948374,"[535, 'iasp91', 389978, array([-0.04292521, -1.99350753, -2.32523805]), array([ 0.        , -0.64981277, -0.76009431])]"
299,166,58,46,0.0141117405393,"[535, 'iasp91', 376473, array([ 0.03162157, -2.25165371, -2.57760528]), array([ 0.        , -0.64981277, -0.76009431])]"
67,52,42,-84,0.0141119936141,"[535, 'iasp91', 119108, array([ 0.01516317, -0.8378135 , -0.99595162]), array([ 0.        , -0.64981277, -0.76009431])]"
247,156,68,46,0.0143681289024,"[535, 'iasp91', 354473, array([-0.03041544, -2.97910211, -3.39644481]), array([ 0.        , -0.64981277, -0.76009431])]"
298,166,56,44,0.0144595422828,"[535, 'iasp91', 376372, array([ 0.04739968, -2.13987934, -2.51142857]), array([ 0.        , -0.64981277, -0.76009431])]"
319,170,20,40,0.0144595753612,"[535, 'iasp91', 383570, array([ 0.00608009, -0.34273711, -0.40819286]), array([ 0.        , -0.64981277, -0.76009431])]"
290,164,60,48,0.0145031372356,"[535, 'iasp91', 372074, array([-0.01403002, -2.33579758, -2.81087   ]), array([ 0.        , -0.64981277, -0.76009431])]"
159,140,82,42,0.0147059791062,"[535, 'iasp91', 319171, array([-0.08189904, -3.71832098, -4.32171813]), array([ 0.        , -0.64981277, -0.76009431])]"
329,170,58,54,0.0147594145216,"[535, 'iasp91', 385477, array([-0.0389494 , -2.05083813, -2.43948255]), array([ 0.        , -0.64981277, -0.76009431])]"
89,58,32,-72,0.0147698330472,"[535, 'iasp91', 132114, array([ 0.00618488, -0.38202238, -0.45647203]), array([ 0.        , -0.64981277, -0.76009431])]"
189,146,76,42,0.014896735027,"[535, 'iasp91', 332371, array([-0.05098086, -3.40335013, -4.07397377]), array([ 0.        , -0.64981277, -0.76009431])]"
142,136,14,6,0.0151667174716,"[535, 'iasp91', 306753, array([ 0.00599812, -0.31478289, -0.36187125]), array([ 0.        , -0.64981277, -0.76009431])]"
255,158,66,42,0.015198778119,"[535, 'iasp91', 358871, array([ 0.05126256, -2.8311053 , -3.24883925]), array([ 0.        , -0.64981277, -0.76009431])]"
324,170,52,46,0.0152081799551,"[535, 'iasp91', 385173, array([ 0.04118947, -1.84631194, -2.14068207]), array([ 0.        , -0.64981277, -0.76009431])]"
292,164,62,50,0.0152395138522,"[535, 'iasp91', 372175, array([-0.02919926, -2.48708249, -2.83303297]), array([ 0.        , -0.64981277, -0.76009431])]"
20,42,56,-96,0.0152636120102,"[535, 'iasp91', 97302, array([-0.01780975, -1.18484756, -1.41962682]), array([ 0.        , -0.64981277, -0.76009431])]"
70,52,44,-92,0.0153260215662,"[535, 'iasp91', 119204, array([ 0.03216012, -1.37201058, -1.61137501]), array([ 0.        , -0.64981277, -0.76009431])]"
15,40,60,-94,0.0153549722278,"[535, 'iasp91', 93003, array([-0.0228032 , -1.00883796, -1.19143655]), array([ 0.        , -0.64981277, -0.76009431])]"
194,146,80,40,0.0153859620322,"[535, 'iasp91', 332570, array([ 0.04839783, -3.60591278, -4.11195074]), array([ 0.        , -0.64981277, -0.76009431])]"
56,50,44,-86,0.0154029331543,"[535, 'iasp91', 114707, array([ 0.01040479, -0.88553133, -1.00833177]), array([ 0.        , -0.64981277, -0.76009431])]"
318,168,60,54,0.0154397721324,"[535, 'iasp91', 381077, array([-0.05232671, -2.22848955, -2.59557188]), array([ 0.        , -0.64981277, -0.76009431])]"
52,48,48,-92,0.0156100968956,"[535, 'iasp91', 110404, array([ 0.01100442, -1.15615836, -1.39241525]), array([ 0.        , -0.64981277, -0.76009431])]"
164,140,88,38,0.0156977011833,"[535, 'iasp91', 319469, array([ 0.08142227, -3.78298937, -4.49154191]), array([ 0.        , -0.64981277, -0.76009431])]"
360,176,46,50,0.0159673899905,"[535, 'iasp91', 398375, array([ 0.02330004, -1.35074313, -1.61733714]), array([ 0.        , -0.64981277, -0.76009431])]"
