Strike,Dip,Rake,Sum
12,4,85,0.00345657352769
12,6,-100,0.0184586865165
12,6,-95,0.0183734823561
12,6,55,0.0152286995384
12,6,60,0.0181895898649
12,6,80,0.0184586865165
12,6,85,0.0183734823561
12,24,60,0.0179841721211
12,26,60,0.000675893449521
12,28,60,0.00760560250333
12,88,-70,0.0181578546033
12,90,-65,0.016441165535
14,2,60,0.0196634018207
14,4,-95,0.00698418655152
14,4,60,0.0044421693398
14,4,85,0.00698418655152
14,6,-95,0.00348789178944
14,6,60,0.00174861813032
14,6,85,0.00348789178944
14,24,-100,0.000407656576151
14,24,80,0.000407656576151
14,26,-100,0.0079805979684
14,26,60,0.0186431060281
14,26,80,0.0079805979684
14,88,-70,0.0171183802124
14,90,-70,0.00510494893675
16,2,-90,0.0169622208475
16,2,60,0.0191513640416
16,2,90,0.0169622208475
16,4,-90,0.00569340335011
16,4,60,0.00684714157877
16,4,90,0.00569340335011
16,6,-95,0.0127383903401
16,6,60,0.0125572859179
16,6,85,0.0127383903401
16,24,65,0.00667297718413
16,26,65,0.00195563580162
16,28,65,0.0156707527559
16,90,-70,0.00903087951543
18,4,-90,0.00359840151873
18,4,65,0.00657348340907
18,4,90,0.00359840151873
18,6,-90,0.00574736437447
18,6,65,0.00319931145373
18,6,90,0.00574736437447
18,24,-95,0.000120559903983
18,24,85,0.000120559903983
18,26,-95,0.0111261892891
18,26,65,0.0190494658946
18,26,85,0.0111261892891
20,2,-85,0.0170408409765
20,2,65,0.017214728435
20,2,95,0.0170408409765
20,4,-85,0.00944346652361
20,4,65,0.00401213240174
20,4,95,0.00944346652361
20,6,-90,0.00866630146369
20,6,65,0.0100975027554
20,6,90,0.00866630146369
20,24,70,0.00245259748482
20,26,70,0.00578952894369
20,90,-75,0.019610258236
22,4,-85,0.00214002886464
22,4,65,0.0191846611008
22,4,70,0.0104443118578
22,4,95,0.00214002886464
22,6,-85,0.00894712641854
22,6,70,0.00546180682838
22,6,95,0.00894712641854
22,22,-90,0.0180151670457
22,22,90,0.0180151670457
22,24,-90,0.000594207731756
22,24,70,0.0181080296213
22,24,90,0.000594207731756
22,26,-90,0.0132429810821
22,26,70,0.020670957919
22,26,90,0.0132429810821
24,2,-80,0.0191759445973
24,2,70,0.0172884046407
24,2,100,0.0191759445973
24,4,-85,0.014424780583
24,4,-80,0.0145019990805
24,4,70,0.0024529673611
24,4,95,0.014424780583
24,4,100,0.0145019990805
24,6,-85,0.00598453830935
24,6,70,0.00789537200569
24,6,95,0.00598453830935
24,24,75,0.00188163972747
24,26,75,0.0102983666083
26,2,-80,0.0176085347978
26,2,70,0.020549048754
26,2,100,0.0176085347978
26,4,-80,0.00240362880026
26,4,70,0.0134195722263
26,4,75,0.0162258491865
26,4,100,0.00240362880026
26,6,-80,0.0127873913889
26,6,75,0.00864355095698
26,6,100,0.0127873913889
26,22,-85,0.0183723503691
26,22,95,0.0183723503691
26,24,-85,0.00131906677871
26,24,75,0.0138431572024
26,24,95,0.00131906677871
26,26,-85,0.0141948539007
26,26,95,0.0141948539007
28,2,75,0.019581368576
28,4,-80,0.00869536680886
28,4,-75,0.02067478314
28,4,75,0.0023309083671
28,4,100,0.00869536680886
28,6,-80,0.00444191757095
28,6,75,0.00604797201295
28,6,100,0.00444191757095
28,22,-100,0.0182281009639
28,22,80,0.0182281009639
28,24,-100,0.00307188633379
28,24,-85,0.0188912632344
28,24,80,0.00307188633379
28,24,95,0.0188912632344
28,26,-100,0.0145599816953
28,26,80,0.0145599816953
30,2,-75,0.0166073566417
30,2,75,0.0175812631717
30,4,-75,0.00419140995238
30,4,75,0.00866600667876
30,6,-100,0.0128885757079
30,6,-75,0.0170048646833
30,6,80,0.0128885757079
30,24,-100,0.0109078503259
30,24,-80,0.00223212453282
30,24,80,0.0109078503259
30,24,100,0.00223212453282
30,26,-80,0.0139058235838
30,26,100,0.0139058235838
32,4,-100,0.00382266070076
32,4,-75,0.00494719672358
32,4,80,0.00382266070076
32,6,-100,0.00470594490605
32,6,-75,0.00380970732174
32,6,80,0.00470594490605
32,22,-95,0.0168340615419
32,22,85,0.0168340615419
32,24,-95,0.00498220102124
32,24,-80,0.0150079355092
32,24,85,0.00498220102124
32,24,100,0.0150079355092
32,26,-95,0.0181390647524
32,26,85,0.0181390647524
34,2,-100,0.0165469161612
34,2,-70,0.0177231113595
34,2,80,0.0165469161612
34,4,-100,0.0050910323722
34,4,-70,0.00731717913009
34,4,80,0.0050910323722
34,6,-95,0.0183737312124
34,6,-75,0.0174655783726
34,6,85,0.0183737312124
34,24,-95,0.00850533828758
34,24,-75,0.00366306344649
34,24,85,0.00850533828758
34,26,-95,0.0203869395401
34,26,-75,0.0123920566667
34,26,85,0.0203869395401
36,2,-70,0.0198864995149
36,4,-95,0.00711737233558
36,4,-70,0.0029905198689
36,4,85,0.00711737233558
36,6,-95,0.00407049910493
36,6,-70,0.00389467357999
36,6,85,0.00407049910493
36,22,-90,0.0182995708315
36,22,90,0.0182995708315
36,24,-90,0.00702552861467
36,24,-75,0.0121365788561
36,24,90,0.00702552861467
36,26,-75,0.019348558981
38,2,-95,0.0176551062883
38,2,85,0.0176551062883
38,4,-95,0.00287835737798
38,4,-70,0.0195145453464
38,4,-65,0.0116099435993
38,4,85,0.00287835737798
38,6,-95,0.0162255782592
38,6,-70,0.0120168428617
38,6,85,0.0162255782592
38,24,-90,0.00643447046059
38,24,-70,0.00648552950223
38,24,90,0.00643447046059
38,26,-90,0.0176663570818
38,26,-70,0.00992100329828
38,26,90,0.0176663570818
38,90,75,0.0206923973994
40,2,-95,0.019266392425
40,2,-65,0.0176679111858
40,2,85,0.019266392425
40,4,-95,0.0163649726646
40,4,-90,0.0124130668537
40,4,-65,0.00264601213581
40,4,85,0.0163649726646
40,4,90,0.0124130668537
40,6,-90,0.00438461893528
40,6,-65,0.0045476585466
40,6,90,0.00438461893528
40,24,-85,0.0088827433468
40,24,-70,0.0114596704341
40,24,95,0.0088827433468
40,26,-70,0.0136802144438
42,4,-90,0.00222467260909
42,4,-65,0.0132013682286
42,4,-60,0.0169168011166
42,4,90,0.00222467260909
42,6,-90,0.0110665358611
42,6,-65,0.00770176794449
42,6,90,0.0110665358611
42,24,-85,0.00496130275374
42,24,-65,0.0124782011301
42,24,95,0.00496130275374
42,26,-85,0.013901957162
42,26,-65,0.00727723960385
42,26,95,0.013901957162
44,2,-90,0.0172459354495
44,2,-60,0.01765334362
44,2,90,0.0172459354495
44,4,-90,0.0109091509861
44,4,-85,0.0199128699365
44,4,-60,0.00374788276918
44,4,90,0.0109091509861
44,4,95,0.0199128699365
44,6,-85,0.00591924130739
44,6,-60,0.00566688140281
44,6,95,0.00591924130739
44,24,-80,0.0105170631889
44,24,-65,0.014969981488
44,24,100,0.0105170631889
44,26,-65,0.00949800894264
44,28,-65,0.0203085172631
44,90,70,0.0047980521475
46,4,-85,0.00333555960346
46,4,-60,0.00881477178887
46,4,95,0.00333555960346
46,6,-85,0.00667719419761
46,6,-60,0.00441133954571
46,6,95,0.00667719419761
46,24,-80,0.0049004744763
46,24,100,0.0049004744763
46,26,-80,0.0094998928461
46,26,-60,0.0061856285496
46,26,100,0.0094998928461
46,28,-60,0.0154089621947
46,88,70,0.0147269314917
46,90,70,0.0108520110834
48,2,-85,0.0173173120316
48,2,-55,0.0196374492025
48,2,95,0.0173173120316
48,4,-85,0.00682217971344
48,4,-55,0.00614624906124
48,4,95,0.00682217971344
48,6,-80,0.00895618572657
48,6,-55,0.0071961502218
48,6,100,0.00895618572657
48,24,-75,0.012455655449
48,26,-75,0.0197625271267
48,26,-60,0.00883399088955
48,28,-60,0.0131858473839
48,90,65,0.00780456714503
50,2,-55,0.0203793129884
50,4,-80,0.00642143257225
50,4,-55,0.00619222424128
50,4,100,0.00642143257225
50,6,-80,0.00339473333911
50,6,-55,0.00206628196978
50,6,100,0.00339473333911
50,24,-75,0.00799459911161
50,26,-75,0.00520632488292
50,26,-55,0.0100517343176
50,28,-55,0.00772426077104
50,88,65,0.0022337581832
50,90,65,0.00657800403604
52,2,-80,0.0197063417944
52,2,100,0.0197063417944
52,4,-80,0.00431473948233
52,4,-50,0.00970864093719
52,4,100,0.00431473948233
52,6,-80,0.0203246098345
52,6,-75,0.0137703588544
52,6,-50,0.00911898241055
52,6,100,0.0203246098345
52,24,-70,0.0164957273718
52,26,-70,0.0158380097109
52,26,-55,0.0155084991612
52,28,-55,0.00986439823741
52,30,-55,0.017753167273
52,86,65,0.00689849727171
52,88,65,0.00992021549553
54,2,-80,0.0191225901779
54,2,-50,0.0191350287801
54,2,100,0.0191225901779
54,4,-80,0.018524886008
54,4,-75,0.0116940278088
54,4,-50,0.00518361850424
54,4,100,0.018524886008
54,6,-75,0.00155591317422
54,6,-50,0.00061406661308
54,8,-50,0.0163594420508
54,24,-70,0.0178039650501
54,26,-70,0.00263866245315
54,28,-70,0.01367827566
54,28,-50,0.00480885347038
54,30,-50,0.00944763757167
54,84,65,0.015874945258
54,86,60,0.0162710616288
54,86,65,0.019900330564
54,88,60,0.0126199485905
56,4,-75,0.00359983875116
56,4,-45,0.0143206151043
56,6,-75,0.0127763060367
56,6,-70,0.0206139853376
56,6,-50,0.0189467311337
56,6,-45,0.0114501077135
56,26,-65,0.0118518324004
56,28,-50,0.0153672758785
56,30,-50,0.0135954598341
56,84,60,0.00995940399365
56,86,60,0.00196548481552
56,90,-100,0.00719717249872
56,90,80,0.00719717249872
58,2,-75,0.0183148866785
58,2,-45,0.0200030299972
58,4,-75,0.0128735190018
58,4,-70,0.0193639251417
58,4,-45,0.00565285783092
58,6,-70,0.00147656949384
58,6,-45,2.38021852331e-05
58,8,-45,0.0111861328811
58,26,-65,0.00542818242469
58,28,-65,0.00620464748251
58,28,-45,0.0144792021873
58,30,-45,0.00191504572835
58,32,-45,0.00805878355194
58,82,60,0.0111442156387
58,84,60,0.00302239612005
58,90,-100,0.0175340925658
58,90,75,0.00763897214995
58,90,80,0.0175340925658
60,4,-70,0.00488944518944
60,4,-45,0.015758274191
60,4,-40,0.0198855558059
60,6,-70,0.00670943050857
60,6,-45,0.0139289607276
60,6,-40,0.0142259403335
60,26,-60,0.0128503710223
60,28,-60,0.0125337742209
60,32,-45,0.0202579923225
60,80,60,0.0163018143656
60,82,55,0.0181064278855
60,82,60,0.00926414603848
60,84,55,0.0145802984755
60,88,75,0.0159245088849
60,90,75,0.00349185499332
62,2,-70,0.0197982183609
62,4,-70,0.00888122154537
62,4,-40,0.00747868492028
62,6,-65,0.00343536697587
62,6,-40,0.000280223592482
62,8,-65,0.0202497205964
62,8,-40,0.00683634239019
62,28,-60,0.00410658539695
62,30,-60,0.0111579740944
62,30,-40,0.0115752437706
62,32,-40,0.000214002441408
62,34,-40,0.00393743849175
62,36,-40,0.0165269877382
62,80,55,0.00830095877693
62,80,60,0.01720253156
62,82,55,0.00578315406408
62,88,75,0.00452017961185
62,90,70,0.0196275609318
64,4,-65,0.00839258536692
64,4,-40,0.0124759178101
64,6,-65,0.00245630308898
64,6,-40,0.0101833721376
64,6,-35,0.0174954162288
64,8,-40,0.0188704771376
64,28,-55,0.00638926280728
64,30,-55,0.0115229326197
64,34,-35,0.0161702893404
64,36,-35,0.0194202841314
64,78,55,0.00546785388692
64,80,55,0.00762108275995
64,86,75,0.0131826000327
64,88,70,0.00297931142056
66,4,-65,0.00675417595055
66,4,-35,0.0105548319324
66,6,-65,0.0202575730479
66,6,-60,0.00766396400117
66,6,-35,0.00137787457984
66,8,-60,0.01191558879
66,8,-35,0.00353110489284
66,28,-55,0.0175452822422
66,30,-55,0.00675481974556
66,32,-55,0.0147829533113
66,32,-35,0.020517494833
66,34,-35,0.0058561593602
66,36,-35,0.00400576755477
66,38,-35,0.00963489351297
66,40,-35,0.0204760943334
66,76,55,0.00677006370584
66,78,50,0.01081734587
66,78,55,0.0152617427297
66,86,70,0.000558465885991
68,2,-65,0.0203663810927
68,4,-65,0.0200400924598
68,4,-60,0.0143152665284
68,4,-35,0.0108813614795
68,6,-60,0.000296049307929
68,6,-35,0.00765467930204
68,8,-35,0.0144998895272
68,8,-30,0.0202921535797
68,30,-50,0.00229264139256
68,32,-50,0.00673122163464
68,36,-30,0.00627676366972
68,38,-30,0.00187699194028
68,40,-30,0.00672362444354
68,42,-30,0.0176106962362
68,74,50,0.0167159645839
68,74,55,0.0104205446997
68,76,50,0.00280271691375
68,84,65,0.0185263957834
68,84,70,0.00585325934875
68,86,65,0.0158590468605
68,88,15,0.00454565989646
68,90,15,0.00314471152757
70,4,-60,0.00669261971217
70,4,-30,0.0147896119164
70,6,-60,0.0125150660597
70,6,-55,0.0143446106476
70,6,-30,0.00331628318273
70,8,-55,0.00653927303148
70,8,-30,0.00141713750853
70,10,-30,0.0136070959009
70,32,-50,0.0125951726803
70,34,-50,0.0177377408058
70,40,-25,0.0147729737044
70,42,-25,0.012667961998
70,44,-25,0.0180328783414
70,72,50,0.00896005130673
70,72,55,0.0153112286982
70,74,50,0.00458001349542
70,82,70,0.015529099145
70,84,10,0.00647882705234
70,84,15,0.0120899283508
70,84,65,0.00467081880311
70,86,10,0.00263334813359
70,88,10,0.0193864960162
72,4,-60,0.0149830973257
72,4,-30,0.0108579849577
72,6,-55,0.00044851604447
72,6,-30,0.00629182807499
72,8,-55,0.0160269696923
72,8,-30,0.0114827358927
72,8,-25,0.0186875140849
72,32,-45,0.00304753437678
72,34,-45,0.0013999904576
72,36,-45,0.0123309851932
72,40,-25,0.0149210139644
72,42,-25,0.0106507320021
72,44,-25,0.0113370117279
72,46,-25,0.0151355507125
72,46,-20,0.0181621854759
72,48,-20,0.0198255510575
72,70,45,0.0193207458085
72,70,50,0.00593380735182
72,72,45,0.0118409114696
72,72,50,0.0136591755191
72,78,5,0.011814323007
72,80,5,0.00306506654228
72,80,10,0.0062605672828
72,82,5,0.00774702082817
72,82,60,0.00814548687375
72,82,65,0.00255278559454
74,4,-55,0.00889193984399
74,4,-25,0.0201050887764
74,6,-55,0.00694841362064
74,6,-25,0.0060965662627
74,8,-50,0.00434729542957
74,8,-25,0.000567876725992
74,10,-25,0.00609849461164
74,34,-40,0.00884596026804
74,36,-40,0.0121382087568
74,44,-20,0.0118492929988
74,46,-20,0.00846327886651
74,48,-20,0.009485488124
74,50,-20,0.013119767236
74,50,-15,0.0115707391748
74,52,-20,0.0183698502331
74,52,-15,0.00790880471292
74,54,-15,0.00869249544009
74,56,-15,0.0124758099651
74,58,-15,0.0182942556063
74,68,-5,0.017679365155
74,68,45,0.0047025128409
74,68,50,0.00659232991467
74,70,-5,0.0153430422363
74,70,0,0.010731924584
74,70,45,0.0148740419193
74,72,-5,0.0165554743697
74,72,0,0.0021027735336
74,72,5,0.0171871794538
74,74,0,0.00269742706163
74,74,5,0.00620514460606
74,76,0,0.0121756931667
74,76,5,0.0161030141654
74,80,60,0.00132020470707
74,80,65,0.00556454827171
74,90,20,0.0076805840416
76,4,-55,0.0118774619853
76,4,-25,0.0123017299196
76,6,-50,0.0030763838308
76,6,-25,0.00604733589242
76,8,-50,0.00723157052076
76,8,-25,0.00978779540321
76,8,-20,0.0183983724284
76,10,-45,0.0206502630885
76,10,-20,0.0152985715322
76,36,-40,0.00730739458637
76,38,-40,0.00805245019634
76,40,-40,0.017040815787
76,52,-10,0.0197303754227
76,54,-10,0.00745666682055
76,56,-10,0.003429641431
76,58,-10,0.00520449133961
76,60,-10,0.011104922123
76,60,-5,0.00875818346647
76,62,-10,0.0199908995482
76,62,-5,0.00351011124632
76,64,-5,0.0066785607933
76,66,-5,0.0168981820422
76,66,0,0.016099623116
76,66,40,0.017103747703
76,66,45,5.28009187041e-06
76,66,50,0.0102901460487
76,78,55,0.0110784882468
76,78,60,0.000350881916512
76,78,65,0.011447984346
76,86,15,0.0172609091151
76,88,15,0.0011020999298
76,88,20,0.0206469102333
76,90,15,0.00862101298748
78,4,-50,0.0135460345472
78,6,-50,0.00374505648265
78,6,-20,0.00971955893853
78,8,-45,0.00539525576047
78,8,-20,0.000992952684347
78,10,-45,0.0170609407032
78,10,-20,0.00192949703174
78,12,-20,0.0148832958322
78,36,-35,0.0163527827743
78,38,-35,0.0018338980279
78,40,-35,0.00137408739129
78,42,-35,0.00916325379578
78,62,40,0.0121297144086
78,62,45,0.0127247651377
78,64,40,0.0115452210715
78,64,45,0.00476553617968
78,64,50,0.016682472766
78,76,55,0.00260652559372
78,76,60,0.00296117989001
78,76,65,0.0188887959903
78,82,10,0.0154023971095
78,82,15,0.020138670407
78,84,10,0.00137510081943
78,84,15,0.0166345668367
78,86,10,0.00688508105506
80,4,-50,0.0109017311342
80,4,-20,0.015120915791
80,6,-50,0.0200385647282
80,6,-45,0.00829455912231
80,6,-20,0.00687753522504
80,8,-45,0.00192676310153
80,8,-20,0.00933826055014
80,8,-15,0.019458371005
80,10,-40,0.0168172150876
80,10,-15,0.00988258755513
80,12,-15,0.00967548977682
80,40,-30,0.00673793154612
80,42,-30,0.000361745725354
80,44,-30,0.00311172004764
80,46,-30,0.0115127706963
80,60,40,0.000784916933696
80,60,45,0.00771978581625
80,62,45,0.0188713429556
80,74,50,0.0161455266832
80,74,55,6.11657528188e-05
80,74,60,0.00773835314158
80,78,5,0.00404946866705
80,78,10,0.0185620099577
80,80,0,0.0203323679171
80,80,5,0.00113315211733
80,80,10,0.0195532775421
80,82,5,0.0113768283935
82,4,-20,0.019613635115
82,6,-45,0.00303146280679
82,6,-15,0.0141853018975
82,8,-45,0.017615833053
82,8,-40,0.00961132126224
82,8,-15,0.00265270193109
82,10,-40,0.0066576794731
82,10,-15,0.00069306799523
82,12,-15,0.0101111266757
82,44,-25,0.00739771694516
82,46,-25,0.000536893557838
82,48,-25,0.000947019199911
82,50,-25,0.00599413602892
82,52,-25,0.0139976999264
82,56,35,0.00779479041444
82,56,40,0.00835906425101
82,58,40,0.00507139811057
82,58,45,0.00866475222849
82,70,-5,0.0146586297736
82,70,0,0.0118272227295
82,72,-5,0.00946271665876
82,72,0,0.00131498378823
82,72,50,0.00990440877649
82,72,55,0.00169625985063
82,72,60,0.0137992725995
82,74,-5,0.0110061500272
82,74,0,0.0017240717593
82,76,-5,0.0185170815337
82,76,0,0.0111274188893
84,4,-45,0.0122323195984
84,4,-15,0.0192356894558
84,6,-45,0.0141148091413
84,6,-40,0.0161851876735
84,6,-15,0.00874356201856
84,8,-40,5.78813269417e-05
84,8,-15,0.0100265149088
84,10,-40,0.0200523720549
84,10,-35,0.0176019543305
84,10,-10,0.00765813949768
84,12,-35,0.0168351351316
84,12,-10,0.00203674029078
84,14,-10,0.00684581749589
84,50,-20,0.0121096347852
84,52,-20,0.00832021613117
84,52,-15,0.0166056146309
84,52,30,0.0197820331314
84,52,35,0.00669292012285
84,54,-20,0.00954233005655
84,54,-15,0.00567299739988
84,54,35,0.00814975077861
84,54,40,0.00245263210658
84,56,-20,0.01417296078
84,56,-15,0.0011432283521
84,56,45,0.0158260616449
84,58,-15,0.00130929660658
84,58,-10,0.0118691952354
84,60,-15,0.0049773186825
84,60,-10,0.00366929651782
84,62,-15,0.0113110591915
84,62,-10,0.00148058830228
84,64,-15,0.0197272456605
84,64,-10,0.00416188978721
84,64,-5,0.0143909779846
84,66,-10,0.0108608637039
84,66,-5,0.0134248769118
84,68,-5,0.0191931370145
84,68,45,0.0105120217245
84,68,50,0.0111329452219
84,70,50,0.0107954107514
84,70,55,0.00634460312451
84,70,60,0.0205936049061
86,4,-45,0.0182764112461
86,4,-15,0.0191965778511
86,6,-40,0.00488699227426
86,6,-10,0.0194935551557
86,8,-40,0.01009018903
86,8,-35,0.0168457715186
86,8,-10,0.00547472304342
86,10,-35,0.00169553940256
86,10,-10,0.00191342444268
86,12,-10,0.0110734762979
86,12,-5,0.0180614313823
86,14,-5,0.00840022243056
86,16,-5,0.00820600932246
86,18,-5,0.0197254614425
86,48,30,0.00579799102166
86,48,35,0.0162077751994
86,50,35,0.000261401686069
86,50,40,0.0163390121409
86,52,40,0.00803146014132
86,66,45,0.00308882368971
86,66,50,0.00589056453321
86,68,50,0.0169135976805
86,68,55,0.0132119904228
88,4,-40,0.0160506149137
88,6,-40,0.0106777935162
88,6,-10,0.011612809097
88,8,-35,0.00146161686363
88,8,-10,0.0117298857422
88,10,-35,0.00928213154664
88,10,-5,0.00815097905173
88,12,-30,0.00670691917648
88,12,-5,0.00027566833906
88,14,-5,0.00439612687599
88,16,0,0.0144324628863
88,18,0,0.00881223265883
88,20,0,0.0146601519753
88,42,25,0.00897454569812
88,44,30,0.0022283379481
88,46,30,0.0124291298571
88,46,35,0.00385169891145
88,48,35,0.0128752585976
88,48,40,0.0113064927809
88,62,40,0.00655667537653
88,62,45,0.0177208455284
88,64,45,0.00466091510875
88,64,50,0.00596181249133
90,4,-40,0.0167732675047
90,4,-10,0.0203910497553
90,6,-35,0.00936238153669
90,8,-35,0.00605672461326
90,8,-5,0.00937021296843
90,10,-30,0.00140592513361
90,10,-5,0.00510106694665
90,12,-30,0.0103830977512
90,12,-5,0.0162195332901
90,12,0,0.0137597601673
90,14,-25,0.0130336720607
90,14,0,0.00178443923311
90,16,0,0.00170542918046
90,18,0,0.0170810194936
90,18,5,0.0165813413711
90,20,5,0.00630832862125
90,22,5,0.00876229258454
90,26,10,0.0127804008287
90,28,10,0.0199630279288
90,30,15,0.0159909634005
90,32,15,0.0150400800443
90,34,20,0.0113643654691
90,36,20,0.00964334773393
90,38,25,0.00234583707334
90,40,25,0.0124832537579
90,40,30,0.00684739603057
90,42,30,0.00333613694832
90,42,35,0.0173568152448
90,44,35,0.0054389632837
90,46,40,0.0146060939243
90,58,35,0.0110873366932
90,60,40,0.0031321199901
90,60,45,0.00819680079798
90,62,45,0.0126806831613
90,62,50,0.01021314115
92,6,-35,0.00976542394876
92,6,-5,0.0154605136727
92,8,-30,0.00591860219605
92,8,-5,0.014325661213
92,10,-30,0.00380275631468
92,10,0,0.0108886815229
92,12,-25,0.0035342005628
92,12,0,0.00289472259815
92,14,-25,0.0117124197188
92,14,0,0.0103209891989
92,14,5,0.019129055781
92,16,-20,0.0182831047823
92,16,5,0.00354751419342
92,18,5,0.000770370622937
92,20,5,0.0154762964278
92,20,10,0.0142257487876
92,22,10,0.00199530576093
92,24,10,0.0059794013514
92,26,15,0.00653867353445
92,28,15,0.0029051239385
92,30,20,0.00752601288562
92,32,20,0.0015049078005
92,34,25,0.00388444189428
92,36,25,0.0043308678366
92,36,30,0.0188653149241
92,38,30,0.0023922048951
92,40,35,0.0109290703907
92,42,35,0.0201781783068
92,54,30,0.0173532612714
92,54,35,0.0175854249901
92,56,35,0.00652420505383
92,56,40,0.00802097421732
92,58,40,0.00923019553935
92,58,45,0.00688593875183
92,60,50,0.0176778515551
94,4,-35,0.0176085542387
94,6,-30,0.0165009077596
94,8,-30,0.0052728519803
94,8,0,0.0142486038444
94,10,-25,0.00502364999089
94,10,0,0.00979227045897
94,12,-25,0.00296594730797
94,12,5,0.0140122361278
94,14,-20,0.00625051434985
94,14,5,0.00316398375288
94,16,-20,0.0118210578303
94,16,5,0.00882896476145
94,18,-15,0.0203948535766
94,18,10,0.00432869280831
94,20,10,0.0016712763458
94,22,10,0.0205908041297
94,22,15,0.00951241779676
94,24,15,0.000149902450689
94,26,15,0.0134116141142
94,26,20,0.0133029067207
94,28,20,0.00049411645004
94,30,20,0.0139876977526
94,30,25,0.0127739947851
94,32,25,0.00232004083099
94,34,30,0.010018781257
94,36,30,0.0119323167242
94,38,35,0.0138468238115
94,48,25,0.015542972416
94,50,30,0.00705919266163
94,52,30,0.0157897762913
94,52,35,0.00337366420945
94,54,35,0.0129663545471
94,54,40,0.00426523533739
94,56,45,0.0115605910896
96,6,-30,0.0113938969015
96,6,0,0.0202711530897
96,8,-30,0.0192030788341
96,8,-25,0.0132008836274
96,8,0,0.0177043001207
96,10,-25,0.0027659178187
96,10,5,0.0154356442063
96,12,-25,0.020599592804
96,12,-20,0.00559216926199
96,12,5,0.00862166646755
96,14,-20,0.00258569756724
96,14,10,0.0169335785658
96,16,-15,0.00797285181053
96,16,10,0.00473015009475
96,18,-15,0.010087514982
96,18,10,0.0115583893649
96,20,-10,0.018279440668
96,20,15,0.00498092569512
96,22,15,0.00699973131994
96,24,20,0.00656502598938
96,26,20,0.00722041846118
96,28,25,0.00781989686786
96,30,25,0.013350500473
96,32,30,0.0109202134166
96,42,20,0.0194662623546
96,44,20,0.0160159946318
96,46,25,0.00359782999086
96,48,30,3.19672040537e-05
96,50,35,0.00193578247256
96,52,40,0.00845618505379
96,54,45,0.0203479645416
98,6,-30,0.0201130716396
98,8,-25,0.00746562208385
98,8,5,0.0200296770802
98,10,-25,0.0166354273065
98,10,-20,0.0118619168518
98,10,5,0.0155757680403
98,12,-20,0.00160907441241
98,12,10,0.0176474122911
98,14,-20,0.0192249404431
98,14,-15,0.00641097903078
98,14,10,0.00996684445347
98,16,-15,0.00209484559849
98,16,15,0.0189111138551
98,18,-10,0.0076547126122
98,18,15,0.00783410665048
98,20,-10,0.0070451956735
98,20,15,0.0202152313171
98,22,-5,0.0123595804347
98,22,20,0.00827245862985
98,24,-5,0.0136716617685
