Index,AZT,DPT,AZN,DPN,AZP,DPP,Strike,Dip,Rake,Misfit
3001,107.313014145,0.0231991746904,17.1573667788,81.5224878141,197.316471964,8.47747997491,242,84,-6,0.103285956541
3342,287.403767254,7.05819258131,52.4656141098,77.8368862131,196.171300381,9.85493176528,332,78,-178,0.103404687699
2420,278.617213903,15.7013151765,14.9561092599,21.4428179245,155.221748677,62.945333902,206,64,-66,0.103408797513
3830,282.704185462,15.8478896433,19.9990394972,24.0987123531,162.48061333,60.5795335429,342,36,-134,0.103467991326
1315,295.12177355,1.42438908007,193.781488848,82.792958188,25.2983037337,7.06341688454,70,84,-4,0.103488484079
1684,290.289410609,17.7907966817,182.064144136,44.2645496064,36.1186557606,40.3662787576,168,76,-136,0.103508060807
746,294.031680276,18.4318169514,194.000989309,27.5925693192,53.5055864128,55.8884086658,60,36,-38,0.103508769272
611,293.412371182,18.2169793808,196.564465286,19.9149897488,62.5508033394,62.462037052,52,32,-50,0.103523723335
791,291.379192018,19.8487622681,188.22904064,32.2204643929,47.6435447845,50.7938777314,62,38,-30,0.10352705143
1912,284.379188259,20.0592408487,186.606447572,20.3240428984,55.1361123786,60.7815903457,178,68,-112,0.103545577321
4074,284.215228894,18.4540625964,17.6330447195,10.1291244027,135.011709944,68.7696686627,358,28,-112,0.103545685884
2248,290.427990738,16.7951951434,198.824880244,5.29554441622,91.8968304312,72.3420892789,196,62,-96,0.103548983721
200,280.087253665,17.193662228,188.926315589,3.74624964568,87.030290087,72.3779214062,16,28,-82,0.103583729973
1409,290.75571168,2.81952230978,174.368567713,83.676601667,21.0351484655,5.65541604055,156,88,-174,0.103592964544
1354,298.687644345,7.7468074162,195.189323187,59.7660156447,33.016267588,29.0226086384,72,64,-16,0.103611617004
2945,288.550599907,7.93646034347,36.7422414978,65.9370243465,195.230363393,22.5599834387,240,80,-22,0.103616923786
1308,295.29498857,1.44496779746,197.060288534,80.0117279461,25.5467382321,9.88107550704,70,82,-6,0.103617990677
1221,293.668506074,15.6987558681,178.404507537,56.6329542782,32.4868556137,28.6096332801,70,58,-10,0.103638912375
848,296.918196549,13.5312582057,197.157792281,35.1625362016,44.5718170062,51.5659598932,64,44,-34,0.103674097422
3582,283.948826278,12.8062097568,24.0275180809,37.5920155259,178.497342897,49.5295756993,336,46,-148,0.103674128323
2667,283.129026636,7.55687594111,19.5844876255,40.2811123752,184.438503063,48.7170696472,224,64,-44,0.103681095078
3581,275.816993803,8.93489372396,10.7860997447,28.8520958571,170.311029967,59.5405410658,336,44,-134,0.103695624145
