,Index,AZT,DPT,AZN,DPN,AZP,DPP,Strike,Dip,Rake,Misfit,Depth,Mod,Normalized
12953,2128,166,41,66,11,323,45,326,12,-10,0.05287124,35,NewGudkova,0.028792188
2465,854,94,44,194,9,293,43,102,10,178,0.052886746,35,NewGudkova,0.028502958
12954,827,57,16,157,29,301,55,112,38,-142,0.05289305,35,NewGudkova,0.028385359
12955,1346,130,44,221,1,313,44,132,2,-180,0.052940244,35,NewGudkova,0.027505022
12956,1957,174,37,72,14,325,48,320,16,-22,0.052945482,35,NewGudkova,0.027407305
12957,975,83,35,188,20,303,47,118,22,-162,0.052946077,35,NewGudkova,0.027396214
2466,1915,144,41,44,11,301,46,302,12,-12,0.052977496,35,NewGudkova,0.026810138
12958,2386,141,46,45,5,310,42,334,6,18,0.052996887,35,NewGudkova,0.026448428
12959,81,79,33,184,21,301,48,8,82,-68,0.053000861,35,NewGudkova,0.026374298
2467,593,200,9,104,31,306,56,86,62,-126,0.053004566,35,NewGudkova,0.026305187
2468,662,99,46,196,5,291,43,92,6,166,0.053007279,35,NewGudkova,0.026254574
12960,2299,190,29,84,25,321,48,330,28,-22,0.05300995,35,NewGudkova,0.026204753
2469,933,69,35,174,20,289,47,104,22,-162,0.053011478,35,NewGudkova,0.02617626
12961,1267,82,32,184,17,297,51,126,20,-150,0.053039144,35,NewGudkova,0.025660175
12962,1366,103,40,201,9,302,47,132,10,-160,0.053059587,35,NewGudkova,0.025278838
12963,2292,185,33,79,22,322,47,330,24,-18,0.053062739,35,NewGudkova,0.025220041
2470,2283,149,42,46,13,302,43,314,14,-2,0.053063302,35,NewGudkova,0.025209556
12964,2487,219,6,125,32,318,56,340,48,-44,0.053065856,35,NewGudkova,0.025161909
2471,1099,70,33,174,20,289,49,108,22,-158,0.053138212,35,NewGudkova,0.023812201
12965,108,89,37,190,13,297,49,12,84,-76,0.05315279,35,NewGudkova,0.023540278
2472,2080,169,31,66,21,307,50,308,24,-26,0.053160582,35,NewGudkova,0.023394923
2473,2009,165,33,63,17,310,50,306,20,-26,0.05316106,35,NewGudkova,0.023386013
12966,1602,129,46,222,1,313,42,222,88,88,0.053185074,35,NewGudkova,0.022938065
2474,1260,77,36,179,14,286,49,114,16,-156,0.053200554,35,NewGudkova,0.022649311
12967,557,196,25,94,23,328,54,88,74,-114,0.05320629,35,NewGudkova,0.022542309
12968,2290,167,42,64,13,320,44,330,14,-4,0.053223133,35,NewGudkova,0.022228117
2475,1271,110,44,203,3,298,44,116,4,-178,0.053228585,35,NewGudkova,0.022126424
2476,2766,54,25,158,27,287,50,346,76,-62,0.053247457,35,NewGudkova,0.02177439
2477,2159,176,27,73,23,308,52,310,28,-30,0.053256275,35,NewGudkova,0.021609916
12969,757,116,45,210,3,303,44,108,4,168,0.053264832,35,NewGudkova,0.021450286
2478,1172,64,31,166,18,282,52,110,22,-148,0.053274966,35,NewGudkova,0.021261258
2479,1168,66,32,168,17,281,51,110,20,-150,0.053297658,35,NewGudkova,0.020837959
12970,2289,159,44,57,11,316,43,330,12,2,0.053370682,35,NewGudkova,0.019475807
2480,804,92,44,192,9,291,43,100,10,178,0.05338764,35,NewGudkova,0.019159483
12971,1828,137,44,44,3,309,44,312,4,-2,0.053388747,35,NewGudkova,0.019138822
2481,946,60,28,165,24,289,50,104,28,-154,0.053410093,35,NewGudkova,0.018740652
2482,424,176,27,74,23,309,52,68,76,-114,0.053418809,35,NewGudkova,0.01857807
2483,395,170,34,66,19,312,49,64,82,-110,0.053450327,35,NewGudkova,0.017990137
12972,989,72,26,176,26,304,51,118,30,-152,0.053456598,35,NewGudkova,0.017873166
12973,1397,116,43,211,5,308,46,136,6,-166,0.053466484,35,NewGudkova,0.017688747
2484,1951,143,42,42,11,299,45,304,12,-8,0.053480187,35,NewGudkova,0.017433142
12974,1364,107,41,205,9,306,46,132,10,-164,0.053480824,35,NewGudkova,0.017421266
12975,2343,148,46,49,7,312,42,332,8,12,0.053484045,35,NewGudkova,0.01736117
12976,2653,67,23,168,22,297,56,356,72,-66,0.053507519,35,NewGudkova,0.016923301
12977,2469,220,0,130,30,311,59,338,52,-50,0.05353219,35,NewGudkova,0.016463099
2485,1052,100,44,193,3,288,45,108,4,-176,0.053533081,35,NewGudkova,0.016446489
12978,1597,132,46,39,1,308,42,220,88,92,0.053560542,35,NewGudkova,0.015934232
12979,1588,123,46,218,3,311,42,218,88,86,0.053561296,35,NewGudkova,0.015920165
2486,973,100,44,193,3,288,44,106,4,-178,0.05356257,35,NewGudkova,0.015896405
2487,539,110,47,204,3,297,42,82,4,148,0.053563153,35,NewGudkova,0.015885528
12980,624,208,13,111,28,320,58,96,64,-122,0.053563284,35,NewGudkova,0.01588309
12981,731,116,46,212,5,307,43,106,6,164,0.053567586,35,NewGudkova,0.01580283
2488,1291,84,39,183,11,286,48,116,12,-158,0.053580823,35,NewGudkova,0.015555925
12982,2039,135,45,41,3,308,44,324,4,12,0.053621329,35,NewGudkova,0.014800342
12983,1029,110,44,209,10,309,44,120,10,-180,0.05362832,35,NewGudkova,0.014669938
12984,2600,59,16,157,25,300,59,350,66,-62,0.053647529,35,NewGudkova,0.01431161
12985,2216,163,42,60,13,316,43,328,14,-2,0.053679866,35,NewGudkova,0.013708421
12986,30,75,30,177,19,295,52,2,78,-70,0.053685453,35,NewGudkova,0.013604195
12987,947,110,44,205,5,301,44,118,6,-178,0.053707186,35,NewGudkova,0.013198796
2489,1860,137,42,40,7,301,46,298,8,-12,0.053710161,35,NewGudkova,0.013143294
12988,1213,78,31,180,18,296,52,124,22,-148,0.053715838,35,NewGudkova,0.013037413
2490,2097,137,44,42,5,306,44,310,6,-2,0.053717835,35,NewGudkova,0.013000158
2491,995,90,42,191,11,293,44,106,12,-176,0.053732261,35,NewGudkova,0.012731048
2492,2601,31,2,123,33,298,56,330,56,-48,0.053750868,35,NewGudkova,0.012383969
2493,2028,137,44,42,5,305,45,308,6,-4,0.053751307,35,NewGudkova,0.012375776
12989,1379,116,43,209,3,303,45,134,4,-166,0.053758712,35,NewGudkova,0.012237644
2494,2417,191,15,91,31,304,53,318,40,-36,0.053770482,35,NewGudkova,0.012018092
2495,732,38,8,133,32,294,56,96,46,-138,0.053772298,35,NewGudkova,0.01198423
2496,441,179,29,75,23,312,51,70,78,-114,0.053781604,35,NewGudkova,0.011810625
2497,2492,198,9,102,33,302,54,322,46,-40,0.053791051,35,NewGudkova,0.011634408
2498,2375,193,13,95,28,306,57,316,40,-42,0.05379789,35,NewGudkova,0.011506849
12990,1577,119,46,214,3,307,42,214,88,86,0.05379957,35,NewGudkova,0.011475496
12991,714,219,5,126,31,318,57,104,58,-128,0.053802058,35,NewGudkova,0.011429094
2499,2557,30,3,122,30,293,59,326,56,-52,0.053805031,35,NewGudkova,0.011373631
2500,1144,90,42,191,11,294,45,110,12,-172,0.053815733,35,NewGudkova,0.011174005
12992,1327,110,43,205,5,302,46,130,6,-166,0.053835827,35,NewGudkova,0.010799175
2501,821,40,12,136,26,287,60,100,40,-134,0.053838775,35,NewGudkova,0.010744195
12993,662,217,4,123,33,314,56,100,58,-130,0.053841466,35,NewGudkova,0.010693989
12994,1341,96,38,197,12,302,48,130,14,-158,0.053853803,35,NewGudkova,0.010463865
2502,2188,147,43,48,9,307,45,312,10,-6,0.053871176,35,NewGudkova,0.0101398
12995,791,54,13,153,31,305,54,110,42,-142,0.053897505,35,NewGudkova,0.00964866
2503,1308,96,43,191,5,287,46,118,6,-164,0.053935207,35,NewGudkova,0.008945391
12996,2057,151,44,51,9,312,43,324,10,2,0.053939542,35,NewGudkova,0.008864521
2504,2125,147,42,44,13,300,44,310,14,-4,0.053960562,35,NewGudkova,0.008472428
12997,378,168,38,65,15,317,46,64,86,-106,0.05396933,35,NewGudkova,0.008308874
12998,2457,218,7,124,29,320,58,338,46,-46,0.054010591,35,NewGudkova,0.007539193
2505,2279,143,44,41,11,300,43,314,12,2,0.054012383,35,NewGudkova,0.007505771
12999,177,104,42,201,7,300,46,22,88,-82,0.054024571,35,NewGudkova,0.007278428
13000,2540,51,9,146,27,304,60,344,60,-58,0.054034039,35,NewGudkova,0.007101808
2506,611,206,0,115,32,297,57,88,54,-132,0.054038341,35,NewGudkova,0.007021556
2507,763,46,18,147,30,289,53,98,38,-146,0.054042831,35,NewGudkova,0.006937812
13001,1898,141,44,45,5,310,44,318,6,2,0.054046976,35,NewGudkova,0.0068605
2508,1848,125,44,34,1,302,45,298,2,-6,0.054085566,35,NewGudkova,0.00614064
2509,893,100,44,194,3,287,44,104,4,-180,0.054096021,35,NewGudkova,0.005945617
2510,822,41,11,137,28,291,58,100,42,-136,0.054099798,35,NewGudkova,0.005875164
13002,2013,179,35,77,16,326,49,322,18,-24,0.054111455,35,NewGudkova,0.005657723
2511,2046,152,41,52,11,309,46,308,12,-14,0.054135185,35,NewGudkova,0.005215077
13003,964,98,41,201,13,306,44,118,14,-174,0.054150914,35,NewGudkova,0.004921683
13004,1200,87,36,189,14,296,49,124,16,-156,0.054156463,35,NewGudkova,0.004818164
13005,2616,137,47,43,3,311,42,352,4,38,0.05415795,35,NewGudkova,0.004790421
13006,2339,156,44,57,7,320,43,332,8,4,0.054158538,35,NewGudkova,0.004779465
2512,1955,148,40,46,13,301,46,304,14,-12,0.054168634,35,NewGudkova,0.004591127
2513,2711,125,47,31,3,299,42,340,4,38,0.054179571,35,NewGudkova,0.004387124
13007,365,166,40,62,15,316,44,62,88,-106,0.054184682,35,NewGudkova,0.004291786
13008,2212,170,41,68,13,323,45,328,14,-10,0.054189005,35,NewGudkova,0.004211139
2514,1255,82,39,181,11,284,48,114,12,-158,0.054200051,35,NewGudkova,0.004005095
13009,29,70,25,174,27,303,50,2,76,-62,0.054210252,35,NewGudkova,0.003814805
2515,2473,131,45,37,3,304,43,322,4,14,0.054214513,35,NewGudkova,0.003735325
2516,2691,45,15,143,28,290,56,338,66,-58,0.054216432,35,NewGudkova,0.003699536
2517,2692,43,14,142,30,292,55,338,66,-56,0.054223277,35,NewGudkova,0.00357184
2518,638,29,0,119,34,299,55,90,54,-134,0.054233381,35,NewGudkova,0.003383359
2519,315,158,37,55,15,306,48,54,84,-106,0.054238357,35,NewGudkova,0.003290549
13010,803,47,2,138,29,313,60,110,50,-130,0.054241216,35,NewGudkova,0.00323722
2520,2628,34,6,129,33,295,55,332,60,-50,0.05425083,35,NewGudkova,0.003057878
2521,770,39,13,136,27,286,59,98,40,-136,0.054310291,35,NewGudkova,0.00194872
13011,2002,171,39,70,13,325,47,322,14,-18,0.054314929,35,NewGudkova,0.001862203
2522,2242,185,21,84,24,311,56,312,32,-38,0.054317426,35,NewGudkova,0.001815631
13012,78,78,30,183,23,304,49,8,80,-66,0.054318273,35,NewGudkova,0.001799826
13013,551,201,20,98,30,320,52,88,72,-122,0.054335826,35,NewGudkova,0.001472404
13014,448,182,35,76,21,321,46,74,84,-112,0.05434634,35,NewGudkova,0.001276269
13015,1251,96,39,195,11,298,47,126,12,-160,0.054350961,35,NewGudkova,0.001190077
2523,2057,147,41,44,13,299,44,308,14,-6,0.054359725,35,NewGudkova,0.001026593
2524,1956,158,37,56,14,309,48,304,16,-22,0.054362153,35,NewGudkova,0.000981304
2525,2677,42,16,142,29,287,55,336,68,-58,0.054362447,35,NewGudkova,0.000975816
2526,724,41,15,140,30,288,55,96,40,-142,0.054373445,35,NewGudkova,0.000770673
13016,451,178,37,75,15,326,48,74,84,-106,0.054386216,35,NewGudkova,0.000532438
2527,799,92,44,190,8,287,44,100,8,-180,0.05439347,35,NewGudkova,0.000397127
13017,1337,103,40,203,11,306,47,130,12,-164,0.054403151,35,NewGudkova,0.000216552
2528,455,183,25,79,27,310,50,72,76,-118,0.05440628,35,NewGudkova,0.000158174
2529,1169,69,32,172,19,287,50,110,22,-154,0.05441476,35,NewGudkova,0
