,Index,AZT,DPT,AZN,DPN,AZP,DPP,Strike,Dip,Rake,Misfit,Depth,Mod,Normalized
12662,2669,65,21,167,28,304,53,358,72,-60,0.045411044,35,NewGudkova,0.167951667
12663,2555,137,47,43,3,310,42,346,4,32,0.045440449,35,NewGudkova,0.167403156
12664,2650,65,20,165,26,302,55,356,70,-62,0.045444462,35,NewGudkova,0.167328314
12665,2095,189,28,86,22,324,52,324,26,-30,0.045451625,35,NewGudkova,0.167194681
12666,1245,101,41,199,9,300,46,126,10,-164,0.045455718,35,NewGudkova,0.167118334
12667,985,74,28,179,24,303,50,118,28,-154,0.045479114,35,NewGudkova,0.166681917
2144,615,205,4,111,33,302,56,88,58,-130,0.045480648,35,NewGudkova,0.166653315
2145,13,77,39,179,13,284,47,0,86,-76,0.045494886,35,NewGudkova,0.16638771
2146,1899,135,43,40,5,303,45,302,6,-8,0.045509458,35,NewGudkova,0.166115899
2147,564,200,7,105,32,301,56,84,60,-128,0.045528201,35,NewGudkova,0.165766279
12668,1339,100,39,199,11,302,47,130,12,-160,0.045538199,35,NewGudkova,0.165579771
2148,2350,143,44,43,9,304,43,316,10,2,0.045563472,35,NewGudkova,0.16510835
2149,2484,200,9,105,29,306,58,322,44,-44,0.045587925,35,NewGudkova,0.164652207
2150,2654,42,15,140,27,285,57,334,66,-60,0.045615495,35,NewGudkova,0.164137928
12669,522,194,28,89,25,325,50,84,78,-116,0.04561904,35,NewGudkova,0.1640718
12670,2208,165,42,64,11,321,44,328,12,-6,0.045630377,35,NewGudkova,0.163860316
2151,2293,170,34,65,20,310,48,314,22,-20,0.045640781,35,NewGudkova,0.163666247
2152,2285,156,40,52,15,305,44,314,16,-8,0.045641562,35,NewGudkova,0.163651689
2153,2156,172,29,68,23,307,50,310,26,-26,0.045645525,35,NewGudkova,0.163577765
2154,1947,150,40,50,11,307,47,304,12,-16,0.045651831,35,NewGudkova,0.163460127
12671,2255,201,20,101,26,324,56,328,34,-38,0.045680023,35,NewGudkova,0.162934239
2155,1218,74,35,176,16,287,49,112,18,-156,0.045711067,35,NewGudkova,0.162355169
2156,1297,114,44,205,1,298,45,118,2,-178,0.045712626,35,NewGudkova,0.162326075
2157,2822,115,46,23,0,293,43,354,2,60,0.045724424,35,NewGudkova,0.162106
2158,1576,113,46,206,1,297,42,206,88,88,0.045727272,35,NewGudkova,0.162052877
12672,948,119,45,216,5,311,43,118,6,172,0.045737562,35,NewGudkova,0.16186094
12673,963,98,42,199,11,302,45,118,12,-172,0.045740345,35,NewGudkova,0.161809017
12674,666,213,8,118,28,318,59,100,60,-124,0.045749442,35,NewGudkova,0.161639327
12675,2348,198,25,94,27,323,50,332,32,-28,0.045749573,35,NewGudkova,0.16163688
2159,2699,45,19,146,28,285,54,338,70,-60,0.045754408,35,NewGudkova,0.161546691
2160,1995,143,42,42,11,299,44,306,12,-6,0.045769726,35,NewGudkova,0.161260966
2161,2808,115,46,23,1,292,43,352,2,58,0.045782617,35,NewGudkova,0.161020501
2162,2675,45,18,144,25,284,57,336,68,-62,0.045827868,35,NewGudkova,0.160176407
12676,2454,147,46,51,5,316,43,338,6,16,0.045837863,35,NewGudkova,0.159989961
2163,2290,166,36,60,19,309,46,314,20,-16,0.045847798,35,NewGudkova,0.159804635
12677,1941,147,44,49,8,312,44,320,8,0,0.045860663,35,NewGudkova,0.159564657
12678,2357,208,15,110,27,325,58,332,38,-42,0.04589039,35,NewGudkova,0.159010138
12679,1078,67,23,167,23,297,56,120,30,-142,0.045890593,35,NewGudkova,0.159006358
12680,925,59,17,157,25,299,58,116,36,-138,0.045917702,35,NewGudkova,0.158500676
2164,859,59,29,163,23,284,50,102,26,-154,0.045943221,35,NewGudkova,0.158024652
2165,2515,131,46,35,5,300,42,324,6,18,0.045947664,35,NewGudkova,0.157941777
2166,520,195,13,96,32,304,54,80,66,-126,0.045977494,35,NewGudkova,0.157385341
12681,840,51,7,145,29,309,58,112,46,-134,0.045978662,35,NewGudkova,0.15736355
12682,2405,211,10,115,31,317,56,334,44,-42,0.046000145,35,NewGudkova,0.156962815
2167,2198,143,43,41,12,300,43,312,12,0,0.046024546,35,NewGudkova,0.156507655
2168,2650,42,13,139,26,287,59,334,64,-60,0.046029969,35,NewGudkova,0.156406503
2169,910,94,44,194,10,293,44,104,10,-180,0.046039224,35,NewGudkova,0.156233852
2170,2288,161,38,56,17,307,45,314,18,-12,0.046043615,35,NewGudkova,0.156151948
2171,2404,186,22,82,28,308,51,318,34,-30,0.046078573,35,NewGudkova,0.155499848
2172,1031,57,27,159,21,281,53,106,26,-146,0.046085751,35,NewGudkova,0.155365958
2173,540,108,46,202,3,295,42,82,4,150,0.04609313,35,NewGudkova,0.155228315
2174,1858,131,43,36,5,299,45,298,6,-8,0.046093713,35,NewGudkova,0.155217446
12683,960,102,43,201,9,302,45,118,10,-174,0.046145295,35,NewGudkova,0.154255251
2175,2077,165,33,61,20,306,49,308,22,-22,0.046152856,35,NewGudkova,0.154114212
2176,1149,81,40,181,11,284,47,110,12,-162,0.046154159,35,NewGudkova,0.154089905
2177,2299,169,33,63,22,306,47,314,24,-18,0.046158538,35,NewGudkova,0.15400822
12684,1307,91,36,193,14,300,49,128,16,-156,0.04616664,35,NewGudkova,0.153857097
2178,959,50,20,150,26,287,56,104,34,-142,0.046179989,35,NewGudkova,0.15360809
2179,2670,42,12,139,30,292,56,336,64,-56,0.046182852,35,NewGudkova,0.153554684
2180,2096,121,45,27,3,294,44,310,4,12,0.046192064,35,NewGudkova,0.153382842
2181,277,147,42,48,9,307,46,48,88,-100,0.046198001,35,NewGudkova,0.15327209
12685,2023,182,32,79,19,324,50,322,22,-26,0.04621855,35,NewGudkova,0.152888779
12686,95,81,33,186,21,303,48,10,82,-68,0.046244032,35,NewGudkova,0.152413452
2182,1870,118,45,25,1,294,44,300,2,4,0.046261347,35,NewGudkova,0.152090459
2183,928,71,37,175,17,284,47,104,18,-162,0.046266035,35,NewGudkova,0.152003011
12687,92,86,35,187,15,297,50,10,82,-74,0.046272768,35,NewGudkova,0.151877416
12688,2415,145,45,51,3,318,43,336,4,14,0.046275651,35,NewGudkova,0.151823645
12689,2117,142,45,45,5,310,43,326,6,10,0.046307193,35,NewGudkova,0.151235279
2184,725,40,13,139,31,291,54,96,42,-142,0.046315424,35,NewGudkova,0.151081736
2185,880,45,15,143,27,288,58,102,38,-138,0.046326175,35,NewGudkova,0.150881184
12690,973,84,36,188,18,301,47,118,20,-162,0.046335189,35,NewGudkova,0.150713038
2186,2393,136,45,39,5,304,43,318,6,8,0.046350498,35,NewGudkova,0.150427473
12691,918,66,22,168,28,304,52,116,34,-148,0.046351872,35,NewGudkova,0.150401841
12692,1266,84,33,186,17,299,51,126,20,-152,0.046355148,35,NewGudkova,0.150340741
12693,2580,51,9,147,32,308,55,348,62,-52,0.046359366,35,NewGudkova,0.15026206
2187,847,92,44,189,7,287,44,102,8,-178,0.046359808,35,NewGudkova,0.150253814
12694,2040,151,44,56,5,320,44,324,6,-2,0.046362237,35,NewGudkova,0.150208498
2188,2296,174,31,69,21,311,49,314,24,-24,0.046402496,35,NewGudkova,0.14945753
2189,2779,61,30,163,19,281,52,348,78,-70,0.04640742,35,NewGudkova,0.149365685
12695,1856,139,44,48,1,315,45,316,2,-2,0.046424995,35,NewGudkova,0.14903784
12696,2283,159,44,59,9,320,44,330,10,0,0.046436121,35,NewGudkova,0.148830297
12697,929,57,14,155,26,301,59,116,38,-136,0.046439474,35,NewGudkova,0.148767754
12698,166,96,41,199,13,304,45,20,88,-76,0.046444189,35,NewGudkova,0.148679802
2190,1159,73,36,175,14,282,49,110,16,-156,0.04645574,35,NewGudkova,0.148464327
2191,2355,178,29,72,25,309,49,316,28,-24,0.046464199,35,NewGudkova,0.148306552
2192,720,103,46,200,5,295,43,96,6,166,0.046471225,35,NewGudkova,0.148175489
12699,866,64,22,166,28,302,52,114,34,-148,0.046476093,35,NewGudkova,0.14808467
2193,1338,106,44,199,3,293,45,122,4,-168,0.0464783,35,NewGudkova,0.148043506
12700,1318,124,44,217,3,312,44,130,4,-178,0.046484268,35,NewGudkova,0.147932184
12701,966,95,41,197,13,302,45,118,14,-170,0.046497314,35,NewGudkova,0.147688833
2194,1199,94,42,193,9,294,45,112,10,-172,0.046513056,35,NewGudkova,0.147395178
12702,1080,66,21,167,24,300,56,120,32,-142,0.046518724,35,NewGudkova,0.147289451
2195,2856,75,37,176,13,283,49,358,84,-76,0.046519551,35,NewGudkova,0.147274025
12703,879,56,12,153,29,307,57,114,42,-138,0.046526001,35,NewGudkova,0.147153722
2196,1018,69,34,174,20,289,48,106,22,-160,0.046539634,35,NewGudkova,0.146899413
2197,2809,66,32,168,17,282,51,352,80,-72,0.046550152,35,NewGudkova,0.14670322
12704,1152,72,26,174,22,300,54,122,28,-146,0.046560383,35,NewGudkova,0.146512368
12705,732,46,4,139,33,309,56,106,50,-136,0.046571233,35,NewGudkova,0.146309972
12706,2594,141,47,47,3,314,42,350,4,32,0.046591948,35,NewGudkova,0.14592356
2198,2638,125,45,33,1,302,43,334,2,30,0.046618837,35,NewGudkova,0.145421995
12707,2438,216,5,123,31,315,58,336,48,-46,0.046619335,35,NewGudkova,0.145412698
2199,1936,127,44,31,5,296,44,304,6,2,0.046621808,35,NewGudkova,0.145366569
12708,342,159,41,58,11,315,45,58,88,-102,0.046623199,35,NewGudkova,0.145340618
12709,1215,77,29,179,20,298,52,124,24,-148,0.046627907,35,NewGudkova,0.145252809
12710,10,71,25,173,23,299,54,0,74,-66,0.046666194,35,NewGudkova,0.14453861
12711,1865,138,44,43,3,310,44,316,4,2,0.046668879,35,NewGudkova,0.14448853
2200,668,31,1,122,33,298,56,92,52,-134,0.046682631,35,NewGudkova,0.144232008
2201,2761,56,24,158,24,287,53,346,74,-64,0.046699086,35,NewGudkova,0.143925053
2202,2493,204,4,112,28,302,61,322,48,-50,0.046700037,35,NewGudkova,0.143907315
12712,620,122,46,216,3,309,42,96,4,150,0.046717452,35,NewGudkova,0.143582472
12713,759,115,46,212,5,307,43,108,6,166,0.046723567,35,NewGudkova,0.1434684
2203,379,167,34,64,17,312,49,62,82,-108,0.046731901,35,NewGudkova,0.143312946
2204,2525,203,4,110,33,300,56,324,50,-44,0.046738904,35,NewGudkova,0.143182315
2205,2644,127,46,33,3,300,42,334,4,30,0.046742805,35,NewGudkova,0.143109548
12714,1075,71,25,174,25,302,53,120,30,-148,0.046743883,35,NewGudkova,0.143089439
12715,1914,165,39,64,13,319,47,318,14,-16,0.046768187,35,NewGudkova,0.142636077
12716,1996,166,41,66,11,323,46,322,12,-14,0.046773472,35,NewGudkova,0.142537496
2206,489,185,22,84,24,312,55,76,72,-116,0.046810535,35,NewGudkova,0.141846129
12717,2278,155,44,57,7,320,44,330,8,2,0.046819729,35,NewGudkova,0.141674622
12718,984,72,28,175,22,297,52,118,26,-150,0.046824837,35,NewGudkova,0.141579354
2207,989,100,44,198,7,295,44,106,8,178,0.046843559,35,NewGudkova,0.141230117
2208,1062,100,44,198,8,295,44,108,8,-180,0.046844401,35,NewGudkova,0.141214411
2209,71,84,41,187,13,292,45,8,88,-76,0.04684499,35,NewGudkova,0.141203424
12719,391,124,46,216,0,306,43,66,2,120,0.046854589,35,NewGudkova,0.141024371
12720,1056,81,34,184,18,297,49,120,20,-156,0.046859626,35,NewGudkova,0.140930404
12721,2112,151,44,55,6,320,44,326,6,0,0.046875243,35,NewGudkova,0.140639096
12722,1963,175,36,73,16,322,48,320,18,-22,0.046876385,35,NewGudkova,0.140617794
12723,379,166,39,64,13,319,47,64,86,-104,0.046897164,35,NewGudkova,0.140230186
2210,2147,164,35,59,20,304,47,310,22,-18,0.046897385,35,NewGudkova,0.140226072
2211,2114,137,44,37,9,298,43,310,10,2,0.046959819,35,NewGudkova,0.13906144
2212,2828,65,33,170,21,287,48,354,82,-68,0.046974881,35,NewGudkova,0.138780491
2213,700,33,3,125,32,297,57,94,50,-134,0.047022986,35,NewGudkova,0.137883163
12724,2237,183,33,77,22,320,47,328,24,-18,0.047036612,35,NewGudkova,0.13762898
12725,907,104,43,203,9,303,44,116,10,-178,0.047037271,35,NewGudkova,0.137616696
12726,2639,60,18,161,29,303,53,354,70,-58,0.047037344,35,NewGudkova,0.137615322
2214,1304,102,44,195,3,289,45,118,4,-168,0.047053934,35,NewGudkova,0.137305866
2215,2583,32,5,125,31,293,57,328,58,-52,0.047057912,35,NewGudkova,0.137231662
12727,1979,151,44,56,5,319,45,322,6,-4,0.047063739,35,NewGudkova,0.137122965
2216,2045,137,44,37,10,298,44,308,10,0,0.047078374,35,NewGudkova,0.13684997
2217,1909,145,41,46,9,305,46,302,10,-14,0.047123022,35,NewGudkova,0.136017128
2218,1339,104,43,197,3,291,45,122,4,-166,0.047148388,35,NewGudkova,0.135543958
12728,1133,84,35,186,16,297,49,122,18,-156,0.047148681,35,NewGudkova,0.135538501
12729,2402,209,13,110,31,318,54,334,42,-38,0.047157654,35,NewGudkova,0.135371117
2219,2839,72,35,173,15,283,50,356,82,-74,0.047186308,35,NewGudkova,0.134836621
2220,2040,147,42,48,9,307,45,308,10,-10,0.04719406,35,NewGudkova,0.134692014
12730,2667,68,22,169,24,301,55,358,72,-64,0.0471941,35,NewGudkova,0.13469127
2221,2625,38,8,133,28,293,59,332,60,-56,0.047223507,35,NewGudkova,0.134142719
2222,1150,85,40,187,13,292,46,110,14,-168,0.047240227,35,NewGudkova,0.133830837
2223,468,187,20,84,30,306,52,74,72,-122,0.047264292,35,NewGudkova,0.133381936
12731,2288,161,43,59,12,318,43,330,12,0,0.047272535,35,NewGudkova,0.133228176
2224,1089,77,37,181,17,290,47,108,18,-164,0.047280909,35,NewGudkova,0.133071959
2225,2313,178,27,73,26,306,50,314,30,-26,0.047284796,35,NewGudkova,0.132999464
2226,2153,177,28,74,21,312,53,310,26,-32,0.047288626,35,NewGudkova,0.132928022
2227,2131,152,40,48,15,301,44,310,16,-8,0.04729726,35,NewGudkova,0.132766962
12732,683,220,2,128,33,313,56,102,56,-132,0.047307974,35,NewGudkova,0.132567115
2228,68,90,42,187,7,286,46,8,88,-82,0.04733378,35,NewGudkova,0.132085741
12733,1583,123,46,216,1,307,42,216,88,88,0.047339462,35,NewGudkova,0.131979748
2229,2354,179,28,74,24,310,50,316,28,-26,0.047392154,35,NewGudkova,0.130996844
2230,805,52,24,155,27,286,51,100,32,-150,0.047401965,35,NewGudkova,0.130813837
12734,2557,48,4,142,33,311,56,346,58,-50,0.047417292,35,NewGudkova,0.13052793
2231,858,60,30,165,23,286,49,102,26,-156,0.047422259,35,NewGudkova,0.130435275
2232,2017,126,45,33,1,302,44,308,2,4,0.047444357,35,NewGudkova,0.130023066
12735,59,78,29,181,21,301,52,6,78,-68,0.047446839,35,NewGudkova,0.12997678
12736,418,177,35,72,19,319,47,70,84,-110,0.047450044,35,NewGudkova,0.129916994
2233,618,201,7,107,28,304,60,88,58,-124,0.047465918,35,NewGudkova,0.129620881
2234,2548,205,4,112,33,302,56,326,50,-44,0.047477236,35,NewGudkova,0.129409761
12737,2090,188,30,86,20,327,52,324,24,-30,0.047487796,35,NewGudkova,0.129212771
12738,1888,145,44,52,3,317,45,318,4,-4,0.047492969,35,NewGudkova,0.129116285
12739,2464,216,6,121,33,316,55,338,48,-42,0.047501806,35,NewGudkova,0.128951446
2235,2661,125,46,33,1,302,43,336,2,32,0.047522675,35,NewGudkova,0.128562159
2236,867,54,24,157,27,288,51,102,32,-150,0.047573796,35,NewGudkova,0.127608579
12740,1396,118,43,211,3,305,45,136,4,-166,0.047580666,35,NewGudkova,0.127480426
12741,2170,195,26,93,22,327,54,326,28,-34,0.04758078,35,NewGudkova,0.127478299
2237,1088,73,37,175,14,282,48,108,16,-158,0.047588469,35,NewGudkova,0.127334867
2238,1326,100,43,195,5,292,46,120,6,-166,0.047596328,35,NewGudkova,0.127188266
12742,259,128,46,218,0,308,43,38,2,90,0.047611463,35,NewGudkova,0.126905948
12743,1590,127,47,217,0,308,43,218,88,90,0.047611463,35,NewGudkova,0.126905948
12744,1173,120,44,216,5,311,44,124,6,178,0.047613857,35,NewGudkova,0.126861282
12745,2563,51,9,147,31,305,56,346,62,-54,0.047615651,35,NewGudkova,0.126827828
2239,20,123,46,31,0,301,43,2,2,60,0.047617681,35,NewGudkova,0.126789955
2240,2027,122,45,27,3,294,44,308,4,10,0.047678442,35,NewGudkova,0.125656553
12746,761,50,8,145,32,306,56,108,46,-138,0.047679972,35,NewGudkova,0.125628005
2241,2232,171,31,66,23,305,48,312,26,-22,0.047691899,35,NewGudkova,0.125405518
2242,777,36,8,130,27,291,60,98,44,-132,0.047699171,35,NewGudkova,0.125269871
2243,1187,109,44,204,3,297,44,112,4,178,0.047714598,35,NewGudkova,0.124982112
2244,1578,118,46,25,1,294,42,206,88,92,0.04775502,35,NewGudkova,0.124228084
12747,2256,200,20,99,26,322,54,328,34,-36,0.047766969,35,NewGudkova,0.124005207
12748,1214,79,30,181,20,300,52,124,24,-150,0.04779883,35,NewGudkova,0.123410885
2245,853,88,43,187,9,288,44,102,10,-176,0.047803572,35,NewGudkova,0.123322423
12749,875,59,15,158,30,306,55,114,40,-142,0.047859203,35,NewGudkova,0.122284705
12750,1074,69,25,170,22,296,55,120,28,-144,0.047859318,35,NewGudkova,0.12228256
12751,1124,96,39,199,15,306,46,122,16,-168,0.047865191,35,NewGudkova,0.122173
2246,737,33,4,125,28,295,61,96,48,-130,0.047892967,35,NewGudkova,0.121654885
12752,903,113,45,212,7,309,43,116,8,174,0.047898762,35,NewGudkova,0.121546781
12753,1874,159,41,60,9,319,46,316,10,-14,0.047902493,35,NewGudkova,0.121477187
2247,1856,123,44,30,3,295,44,298,4,-2,0.047914446,35,NewGudkova,0.12125423
12754,2318,205,16,106,28,321,56,330,38,-40,0.047915278,35,NewGudkova,0.121238701
2248,748,106,45,198,1,289,44,98,2,170,0.047918489,35,NewGudkova,0.121178814
2249,2843,71,37,174,15,283,48,356,84,-74,0.047932045,35,NewGudkova,0.120925933
12755,46,73,28,178,25,302,50,4,78,-64,0.047949603,35,NewGudkova,0.120598419
2250,2600,32,3,124,32,298,57,330,56,-50,0.047952356,35,NewGudkova,0.120547058
12756,2277,142,46,45,5,310,43,330,6,14,0.047958896,35,NewGudkova,0.120425075
12757,831,54,13,152,28,301,57,112,40,-138,0.047975826,35,NewGudkova,0.120109269
2251,2552,31,2,122,28,296,61,326,54,-54,0.048001748,35,NewGudkova,0.119625735
2252,1009,76,38,181,17,290,46,106,18,-166,0.048008795,35,NewGudkova,0.119494281
12758,584,206,16,106,31,319,53,92,68,-124,0.048008846,35,NewGudkova,0.119493323
12759,447,179,34,76,17,324,49,74,82,-108,0.048025672,35,NewGudkova,0.119179458
2253,2608,33,7,128,32,292,56,330,60,-52,0.048052941,35,NewGudkova,0.118670799
12760,1061,81,32,186,22,303,48,120,24,-158,0.048053997,35,NewGudkova,0.118651103
12761,639,124,46,218,3,311,42,98,4,150,0.048057559,35,NewGudkova,0.118584644
2254,759,95,45,194,7,291,43,98,8,174,0.04806661,35,NewGudkova,0.118415827
12762,61,80,32,182,17,296,51,6,80,-72,0.048082761,35,NewGudkova,0.118114549
2255,1038,53,23,153,23,283,56,106,30,-142,0.048111848,35,NewGudkova,0.117571962
2256,766,42,16,141,28,286,56,98,38,-140,0.048126836,35,NewGudkova,0.11729239
2257,2413,196,13,99,27,309,59,318,40,-44,0.04813935,35,NewGudkova,0.117058955
12763,1153,71,25,172,22,298,55,122,28,-144,0.048143429,35,NewGudkova,0.116982867
2258,918,83,41,183,11,286,45,104,12,-170,0.048148272,35,NewGudkova,0.116892533
2259,2171,132,45,37,3,304,44,312,4,4,0.04815943,35,NewGudkova,0.116684382
12764,2063,157,43,56,11,314,44,324,12,-2,0.048160537,35,NewGudkova,0.116663736
12765,251,128,46,37,0,307,43,36,2,88,0.04819411,35,NewGudkova,0.116037489
2260,2137,168,34,65,18,312,49,310,20,-24,0.048194297,35,NewGudkova,0.116033993
2261,1208,82,39,181,11,284,47,112,12,-160,0.048199917,35,NewGudkova,0.115929167
12766,204,104,41,205,11,308,45,26,88,-78,0.048260949,35,NewGudkova,0.114790691
12767,663,217,6,122,33,316,55,100,60,-130,0.048262739,35,NewGudkova,0.11475731
12768,1306,93,37,195,14,302,48,128,16,-158,0.04828458,35,NewGudkova,0.114349896
12769,377,125,46,216,0,306,43,64,2,118,0.048294889,35,NewGudkova,0.114157588
12770,2542,49,8,144,30,305,58,344,60,-54,0.048295704,35,NewGudkova,0.114142394
12771,1143,77,31,180,18,296,52,122,22,-150,0.048297403,35,NewGudkova,0.114110707
12772,1288,114,43,211,7,310,45,128,8,-174,0.048311709,35,NewGudkova,0.113843832
2262,1879,139,42,42,7,303,46,300,8,-12,0.048332101,35,NewGudkova,0.113463447
12773,1123,92,39,193,13,298,47,122,14,-162,0.048333256,35,NewGudkova,0.113441905
2263,929,71,36,177,19,288,46,104,20,-164,0.048378838,35,NewGudkova,0.112591635
2264,2732,53,25,155,23,281,54,342,74,-66,0.048398218,35,NewGudkova,0.112230135
2265,660,102,45,196,3,289,43,92,4,166,0.048407122,35,NewGudkova,0.112064053
12774,2425,213,12,116,29,322,57,336,42,-42,0.048407675,35,NewGudkova,0.112053738
2266,892,105,45,198,1,289,44,104,2,176,0.048407928,35,NewGudkova,0.112049009
2267,1098,66,33,168,17,281,51,108,20,-152,0.048413061,35,NewGudkova,0.111953266
12775,2079,171,38,66,17,317,45,324,18,-12,0.048416671,35,NewGudkova,0.111885925
2268,2859,70,35,175,19,288,47,358,84,-70,0.04842799,35,NewGudkova,0.111674778
2269,2238,183,23,81,23,312,55,312,30,-36,0.048432002,35,NewGudkova,0.111599935
12776,1794,133,44,42,1,310,45,306,2,-6,0.048441726,35,NewGudkova,0.111418546
2270,274,152,40,48,15,302,44,48,88,-106,0.04844187,35,NewGudkova,0.111415878
12777,1964,174,36,70,16,320,48,320,18,-20,0.048442668,35,NewGudkova,0.111400977
2271,663,32,6,126,32,293,56,92,48,-136,0.048450807,35,NewGudkova,0.111249154
2272,2443,127,46,31,5,296,42,320,6,18,0.048455672,35,NewGudkova,0.111158422
12778,2495,45,2,136,28,310,61,340,54,-54,0.048469267,35,NewGudkova,0.110904823
2273,2289,159,39,54,17,305,45,314,18,-10,0.048473806,35,NewGudkova,0.110820151
12779,2577,55,11,151,27,305,59,348,62,-58,0.048477589,35,NewGudkova,0.110749586
2274,840,96,44,192,6,287,44,102,6,-180,0.048482338,35,NewGudkova,0.110660987
2275,2158,177,26,75,23,309,53,310,28,-32,0.048482566,35,NewGudkova,0.110656746
12780,1984,142,45,45,5,310,44,322,6,6,0.048482701,35,NewGudkova,0.110654226
2276,2091,132,44,37,3,304,44,310,4,2,0.048487424,35,NewGudkova,0.110566117
2277,2284,158,40,54,15,307,45,314,16,-10,0.048499037,35,NewGudkova,0.11034949
12781,2460,214,9,118,33,318,54,338,46,-40,0.048509678,35,NewGudkova,0.110151004
12782,1356,118,43,213,5,310,45,132,6,-172,0.0485234,35,NewGudkova,0.109895051
2278,723,97,45,194,5,289,43,96,6,172,0.04852543,35,NewGudkova,0.109857184
2279,1913,148,40,48,11,305,47,302,12,-16,0.048536884,35,NewGudkova,0.109643512
12783,954,106,43,203,7,302,44,118,8,-176,0.048552601,35,NewGudkova,0.109350336
12784,1113,100,42,199,9,300,46,122,10,-168,0.048555209,35,NewGudkova,0.109301696
12785,2192,151,44,55,5,320,44,328,6,2,0.048565935,35,NewGudkova,0.109101611
2280,1133,100,44,197,7,295,44,110,8,-178,0.048621165,35,NewGudkova,0.108071368
2281,908,99,44,198,7,295,43,104,8,176,0.048624568,35,NewGudkova,0.108007899
12786,2176,194,25,91,25,323,53,326,30,-32,0.048626856,35,NewGudkova,0.107965206
12787,910,70,27,174,24,299,51,116,28,-152,0.048640378,35,NewGudkova,0.107712988
2282,814,46,17,147,29,290,54,100,38,-144,0.048644796,35,NewGudkova,0.107630569
12788,1265,86,33,188,17,301,50,126,20,-154,0.048644959,35,NewGudkova,0.107627525
2283,2243,183,22,82,25,309,55,312,32,-36,0.048656223,35,NewGudkova,0.107417407
12789,137,94,39,195,11,298,47,16,86,-78,0.048672581,35,NewGudkova,0.107112284
12790,739,224,0,133,32,315,57,106,54,-132,0.048680468,35,NewGudkova,0.106965168
12791,1034,104,42,205,11,307,44,120,12,-176,0.048688627,35,NewGudkova,0.106812955
2284,2458,196,11,99,32,303,55,320,44,-40,0.048694498,35,NewGudkova,0.106703443
12792,1172,110,43,205,5,302,45,124,6,-172,0.048720862,35,NewGudkova,0.106211664
12793,2365,206,15,107,30,319,55,332,40,-38,0.048727467,35,NewGudkova,0.106088461
12794,1297,101,41,199,9,300,47,128,10,-162,0.048736861,35,NewGudkova,0.10591322
12795,1611,138,46,43,3,310,42,224,88,94,0.048742968,35,NewGudkova,0.1057993
12796,1408,120,43,213,3,307,45,138,4,-166,0.048763061,35,NewGudkova,0.105424511
2285,2079,171,30,68,21,309,51,308,24,-28,0.04876949,35,NewGudkova,0.105304572
12797,826,58,17,159,29,302,54,112,38,-144,0.048770487,35,NewGudkova,0.105285978
12798,2317,206,15,108,27,323,58,330,38,-42,0.048799644,35,NewGudkova,0.104742093
2286,1957,156,37,54,15,307,48,304,16,-20,0.048824067,35,NewGudkova,0.104286521
12799,2436,218,4,126,28,316,61,336,48,-50,0.048860884,35,NewGudkova,0.103599746
2287,457,180,27,78,23,313,52,72,76,-114,0.048927824,35,NewGudkova,0.102351081
2288,2010,164,34,61,18,308,49,306,20,-24,0.048939037,35,NewGudkova,0.102141918
2289,1607,130,46,33,5,298,42,214,88,96,0.048958941,35,NewGudkova,0.101770642
12800,1908,153,43,54,9,313,45,318,10,-6,0.048961323,35,NewGudkova,0.101726204
2290,1027,63,29,167,23,288,50,106,26,-154,0.048974332,35,NewGudkova,0.101483545
2291,1036,56,24,158,24,287,54,106,30,-146,0.048981248,35,NewGudkova,0.101354527
12801,134,93,37,194,13,301,49,16,84,-76,0.049002738,35,NewGudkova,0.100953673
2292,1908,133,43,36,7,297,44,302,8,-4,0.049011363,35,NewGudkova,0.100792779
12802,2287,163,43,62,11,320,44,330,12,-2,0.049022406,35,NewGudkova,0.100586793
2293,855,86,42,187,11,289,44,102,12,-176,0.049023213,35,NewGudkova,0.100571728
12803,1630,146,46,49,5,314,42,230,88,96,0.049064007,35,NewGudkova,0.099810771
2294,34,122,46,31,0,301,43,4,2,62,0.049064854,35,NewGudkova,0.099794971
12804,2304,201,22,100,25,327,55,330,32,-36,0.049123546,35,NewGudkova,0.098700167
2295,1639,119,45,29,0,299,45,228,0,-72,0.049145839,35,NewGudkova,0.098284316
2296,240,119,45,30,0,300,45,44,0,104,0.049145839,35,NewGudkova,0.098284316
2297,1694,120,45,30,0,300,45,250,0,-50,0.049145839,35,NewGudkova,0.098284316
12805,60,76,29,180,23,303,51,6,78,-66,0.049151736,35,NewGudkova,0.098174318
12806,1582,121,46,216,3,309,42,216,88,86,0.049159746,35,NewGudkova,0.098024903
2298,2793,63,30,165,19,283,52,350,78,-70,0.049189958,35,NewGudkova,0.097461342
2299,2063,152,40,48,15,301,45,308,16,-10,0.049193589,35,NewGudkova,0.097393604
2300,2580,29,2,121,33,296,56,328,56,-48,0.049196841,35,NewGudkova,0.097332948
12807,1870,155,42,58,7,319,46,316,8,-12,0.04919984,35,NewGudkova,0.097276997
2301,2508,115,45,23,1,292,43,324,2,30,0.049206844,35,NewGudkova,0.097146363
12808,1904,161,41,62,9,321,46,318,10,-14,0.049214341,35,NewGudkova,0.097006517
12809,970,88,38,193,17,302,46,118,18,-166,0.049227836,35,NewGudkova,0.096754775
